Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H71-3_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_B1M3_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_DIALLYL_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_NPBENZ_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
12.0,0.0170855,6.283185,3.141593,6.283185,664.9046,0.2365664,-805817.8,952.7116,1.148818E8,952.7116,1.000007,0.8912386,0.01077492,3.718775E-7,0.005100098,4.429559E-7,0.03086916,1.594458E-4,4.755968E-4,0.01546036,5.35667E-6,5.724285E-5,1.686512E-4,3.516763E-4,0.004289055,4.949818E-4,6.549924E-6,0.005302405,1.425215E-4,1.188362E-4,0.003881371,8.265702E-5,0.001583518,1.662032E-4,3.390035E-4,0.003686078,0.003696186,3.8624E-5,0.006090294,0.002977887,0.01229564,8.853606,1.132515E-4,502225.7,502239.8
12.2,0.01738656,6.283185,3.141593,6.283185,663.7292,0.2365664,-757192.1,950.9989,1.145804E8,950.9989,1.000008,0.8912031,0.01078432,3.55387E-7,0.005105879,4.25429E-7,0.03088367,1.595491E-4,4.762049E-4,0.01546959,5.196861E-6,5.727139E-5,1.686773E-4,3.527744E-4,0.004289992,4.95885E-4,6.380307E-6,0.005304619,1.426398E-4,1.19133E-4,0.003882564,8.266384E-5,0.001583317,1.662523E-4,3.390482E-4,0.003687048,0.003696195,3.862756E-5,0.006087778,0.002976229,0.01228841,8.85334,1.13452E-4,502210.7,502224.8
12.4,0.01768816,6.283185,3.141593,6.283185,662.5566,0.2365664,-712308.4,949.292,1.1428E8,949.292,1.000008,0.8911695,0.01079322,3.379497E-7,0.005111378,4.077989E-7,0.03089733,1.596454E-4,4.767895E-4,0.01547832,5.039501E-6,5.729811E-5,1.687017E-4,3.538302E-4,0.004290872,4.967504E-4,6.21329E-6,0.005306697,1.427515E-4,1.194174E-4,0.003883686,8.266997E-5,0.001583114,1.662993E-4,3.390895E-4,0.003687965,0.003696209,3.863074E-5,0.006085401,0.002974663,0.01228159,8.853089,1.136528E-4,502196.5,502210.6
12.6,0.01799028,6.283185,3.141593,6.283185,661.3868,0.2365664,-669394.9,947.5905,1.139805E8,947.5905,1.000008,0.8911375,0.01080168,3.2859E-7,0.005116642,3.984954E-7,0.03091028,1.597372E-4,4.773565E-4,0.01548664,4.889609E-6,5.732307E-5,1.687248E-4,3.548459E-4,0.0042917,4.97579E-4,6.068108E-6,0.005308645,1.42858E-4,1.19691E-4,0.003884749,8.267531E-5,0.001582907,1.663446E-4,3.391277E-4,0.003688836,0.003696223,3.863358E-5,0.006083141,0.002973175,0.0122751,8.852851,1.138539E-4,502183.0,502197.2
12.8,0.01829295,6.283185,3.141593,6.283185,660.2197,0.2365664,-621779.5,945.894,1.136819E8,945.894,1.000008,0.8911068,0.01080986,3.190782E-7,0.005121721,3.860783E-7,0.03092266,1.598237E-4,4.779107E-4,0.0154946,4.743975E-6,5.734632E-5,1.687471E-4,3.558254E-4,0.00429249,4.983765E-4,5.94543E-6,0.00531049,1.4296E-4,1.199546E-4,0.003885763,8.268056E-5,0.001582698,1.663912E-4,3.391632E-4,0.003689674,0.003696236,3.863619E-5,0.006080974,0.002971748,0.01226888,8.852623,1.140551E-4,502170.2,502184.8
13.0,0.01859614,6.283185,3.141593,6.283185,659.0553,0.2365664,-583168.8,944.2031,1.133843E8,944.2031,1.000008,0.8910778,0.01081763,2.990401E-7,0.005126554,3.657473E-7,0.03093429,1.599038E-4,4.784444E-4,0.01550214,4.599711E-6,5.736815E-5,1.68768E-4,3.567697E-4,0.004293236,4.991456E-4,5.804758E-6,0.00531223,1.430563E-4,1.202078E-4,0.003886715,8.268564E-5,0.00158249,1.664356E-4,3.391959E-4,0.003690465,0.003696254,3.863857E-5,0.006078928,0.002970401,0.01226302,8.852409,1.142566E-4,502158.2,502173.2
13.2,0.01889988,6.283185,3.141593,6.283185,657.8936,0.2365664,-554408.1,942.5176,1.130876E8,942.5176,1.000008,0.8910509,0.01082483,2.855095E-7,0.00513109,3.522702E-7,0.03094509,1.599772E-4,4.789511E-4,0.0155092,4.461745E-6,5.738868E-5,1.687869E-4,3.576774E-4,0.004293926,4.998825E-4,5.64064E-6,0.005313855,1.431463E-4,1.204495E-4,0.003887599,8.268975E-5,0.001582284,1.664749E-4,3.392256E-4,0.003691203,0.003696279,3.864064E-5,0.00607702,0.002969145,0.01225755,8.85221,1.144584E-4,502146.9,502161.9
13.4,0.01920415,6.283185,3.141593,6.283185,656.7346,0.2365664,-520950.7,940.8372,1.127919E8,940.8372,1.000008,0.8910252,0.0108317,2.735234E-7,0.005135429,3.393831E-7,0.03095531,1.600461E-4,4.794414E-4,0.01551591,4.327393E-6,5.740787E-5,1.688049E-4,3.58551E-4,0.004294579,5.005878E-4,5.493665E-6,0.005315383,1.432317E-4,1.206816E-4,0.003888435,8.269351E-5,0.001582079,1.665137E-4,3.392531E-4,0.003691905,0.003696304,3.864249E-5,0.006075205,0.002967951,0.01225235,8.852021,1.146604E-4,502136.2,502151.4
13.6,0.01950895,6.283185,3.141593,6.283185,655.5782,0.2365664,-489452.0,939.1618,1.12497E8,939.1618,1.000008,0.8910008,0.01083821,2.58777E-7,0.005139569,3.242432E-7,0.03096497,1.601106E-4,4.79915E-4,0.01552228,4.196668E-6,5.742583E-5,1.688218E-4,3.59392E-4,0.004295194,5.012635E-4,5.354334E-6,0.005316817,1.433127E-4,1.209042E-4,0.003889224,8.269685E-5,0.001581875,1.665512E-4,3.392784E-4,0.003692571,0.00369633,3.864413E-5,0.006073486,0.00296682,0.01224743,8.851843,1.148626E-4,502126.1,502141.4
13.8,0.01981429,6.283185,3.141593,6.283185,654.4245,0.2365664,-455153.8,937.4911,1.122029E8,937.4911,1.000008,0.8909776,0.01084443,2.48017E-7,0.00514353,3.12046E-7,0.03097411,1.60171E-4,4.803734E-4,0.01552835,4.070606E-6,5.744262E-5,1.688378E-4,3.602018E-4,0.004295777,5.019115E-4,5.226788E-6,0.005318169,1.433897E-4,1.211181E-4,0.003889971,8.269994E-5,0.001581672,1.665882E-4,3.393017E-4,0.003693206,0.003696356,3.864559E-5,0.00607185,0.002965744,0.01224275,8.851673,1.150651E-4,502116.6,502132.0
14.0,0.02012018,6.283185,3.141593,6.283185,653.2733,0.2365664,-430815.5,935.8254,1.119098E8,935.8254,1.000008,0.8909559,0.01085026,2.403642E-7,0.005147276,3.034915E-7,0.03098267,1.602266E-4,4.808124E-4,0.01553406,3.948831E-6,5.745838E-5,1.688526E-4,3.609811E-4,0.004296321,5.025327E-4,5.090041E-6,0.005319435,1.434621E-4,1.21323E-4,0.003890669,8.270254E-5,0.001581472,1.666222E-4,3.393231E-4,0.003693802,0.003696385,3.864686E-5,0.006070312,0.002964732,0.01223835,8.851515,1.152679E-4,502107.6,502123.0
14.2,0.0204266,6.283185,3.141593,6.283185,652.1248,0.2365664,-414741.0,934.1643,1.116174E8,934.1643,1.000008,0.8909352,0.01085582,2.249179E-7,0.005150857,2.874521E-7,0.03099076,1.602786E-4,4.812376E-4,0.01553949,3.828095E-6,5.747314E-5,1.688667E-4,3.61732E-4,0.004296836,5.031288E-4,4.959276E-6,0.005320627,1.435309E-4,1.215198E-4,0.003891329,8.2705E-5,0.001581273,1.666559E-4,3.393427E-4,0.003694369,0.003696414,3.864799E-5,0.006068853,0.002963773,0.01223418,8.851365,1.154709E-4,502099.1,502114.6
14.4,0.02073355,6.283185,3.141593,6.283185,650.9789,0.2365664,-376689.7,932.5078,1.113258E8,932.5078,1.000008,0.8909154,0.0108612,2.08928E-7,0.005154305,2.714196E-7,0.03099847,1.603289E-4,4.816511E-4,0.01554469,3.710889E-6,5.748698E-5,1.688802E-4,3.624559E-4,0.004297329,5.03701E-4,4.842771E-6,0.00532175,1.435965E-4,1.217098E-4,0.003891957,8.270748E-5,0.001581075,1.666899E-4,3.393609E-4,0.003694911,0.003696443,3.864897E-5,0.006067458,0.002962855,0.01223019,8.851221,1.156742E-4,502091.0,502106.8
14.6,0.02104112,6.283185,3.141593,6.283185,649.8358,0.2365666,-357539.0,930.8564,1.110352E8,930.8564,1.000009,0.890897,0.01086614,2.078218E-7,0.005157526,2.681728E-7,0.03100561,1.603736E-4,4.820429E-4,0.01554953,3.601525E-6,5.749985E-5,1.688924E-4,3.631491E-4,0.004297782,5.042466E-4,4.71489E-6,0.005322795,1.436576E-4,1.218901E-4,0.003892537,8.270935E-5,0.001580883,1.667198E-4,3.393773E-4,0.003695417,0.003696475,3.86498E-5,0.006066158,0.002962001,0.01222648,8.851088,1.158776E-4,502083.5,502099.3
14.8,0.02134928,6.283185,3.141593,6.283185,648.6955,0.2365669,-337310.2,929.21,1.107454E8,929.21,1.000009,0.8908796,0.01087082,1.98637E-7,0.005160591,2.583108E-7,0.03101231,1.604146E-4,4.824211E-4,0.01555411,3.49309E-6,5.75118E-5,1.68904E-4,3.638144E-4,0.004298207,5.047668E-4,4.595468E-6,0.005323773,1.437154E-4,1.220625E-4,0.003893083,8.271101E-5,0.001580693,1.667501E-4,3.393922E-4,0.003695895,0.003696506,3.865052E-5,0.006064932,0.002961195,0.01222298,8.850963,1.160813E-4,502076.4,502092.2
15.0,0.02165806,6.283185,3.141593,6.283185,647.5582,0.2365675,-317165.5,927.5686,1.104565E8,927.5686,1.000009,0.8908632,0.01087523,1.904901E-7,0.005163499,2.491031E-7,0.03101861,1.604524E-4,4.82785E-4,0.01555844,3.388105E-6,5.752289E-5,1.689148E-4,3.644521E-4,0.004298606,5.052629E-4,4.481886E-6,0.005324686,1.437698E-4,1.222271E-4,0.003893595,8.27125E-5,0.001580506,1.6678E-4,3.394058E-4,0.003696347,0.003696538,3.865112E-5,0.006063775,0.002960435,0.01221969,8.850846,1.162852E-4,502069.7,502085.5
15.2,0.02196743,6.283185,3.141593,6.283185,646.4235,0.2365681,-298196.8,925.9318,1.101684E8,925.9318,1.000009,0.8908477,0.01087941,1.824379E-7,0.005166264,2.399468E-7,0.03102453,1.604873E-4,4.831356E-4,0.01556253,3.285933E-6,5.753323E-5,1.68925E-4,3.650651E-4,0.004298981,5.057374E-4,4.37125E-6,0.005325542,1.438211E-4,1.223848E-4,0.003894076,8.271387E-5,0.001580322,1.668094E-4,3.394182E-4,0.003696774,0.00369657,3.865163E-5,0.006062682,0.002959717,0.01221657,8.850735,1.164893E-4,502063.5,502079.2
15.4,0.02227733,6.283185,3.141593,6.283185,645.2913,0.2365688,-280417.6,924.2993,1.098811E8,924.2993,1.000009,0.890833,0.01088338,1.747082E-7,0.005168903,2.31098E-7,0.03103013,1.605198E-4,4.834743E-4,0.01556641,3.18662E-6,5.754293E-5,1.689347E-4,3.656563E-4,0.004299335,5.061929E-4,4.263038E-6,0.005326349,1.438699E-4,1.225364E-4,0.00389453,8.271513E-5,0.001580141,1.668381E-4,3.394296E-4,0.003697181,0.003696602,3.865206E-5,0.006061644,0.002959035,0.01221362,8.85063,1.166937E-4,502057.5,502073.3
15.6,0.02258767,6.283185,3.141593,6.283185,644.1611,0.2365691,-263838.6,922.67,1.095943E8,922.67,1.000009,0.8908189,0.0108872,1.67276E-7,0.005171446,2.225427E-7,0.03103548,1.605504E-4,4.838037E-4,0.01557014,3.089907E-6,5.755215E-5,1.689439E-4,3.662307E-4,0.004299675,5.066337E-4,4.15685E-6,0.005327119,1.439166E-4,1.226833E-4,0.003894965,8.271631E-5,0.001579963,1.668662E-4,3.394402E-4,0.003697571,0.003696634,3.865244E-5,0.006060649,0.002958381,0.01221079,8.85053,1.168984E-4,502051.8,502067.6
15.8,0.02289847,6.283185,3.141593,6.283185,643.0331,0.2365692,-248143.9,921.0444,1.093082E8,921.0444,1.000009,0.8908054,0.01089085,1.601831E-7,0.005173889,2.143241E-7,0.03104058,1.605791E-4,4.841236E-4,0.01557371,2.996193E-6,5.756089E-5,1.689527E-4,3.667875E-4,0.004299999,5.070592E-4,4.052868E-6,0.005327852,1.439613E-4,1.228252E-4,0.003895378,8.271742E-5,0.001579787,1.668934E-4,3.3945E-4,0.003697944,0.003696666,3.865276E-5,0.006059696,0.002957755,0.01220808,8.850434,1.171035E-4,502046.4,502062.2
16.0,0.02320979,6.283185,3.141593,6.283185,641.9073,0.2365693,-233412.8,919.4226,1.090227E8,919.4226,1.000009,0.8907926,0.01089434,1.534037E-7,0.005176227,2.064242E-7,0.03104542,1.606058E-4,4.84433E-4,0.01557711,2.905285E-6,5.756911E-5,1.68961E-4,3.673255E-4,0.004300306,5.074684E-4,3.95136E-6,0.005328544,1.440039E-4,1.229619E-4,0.003895771,8.271845E-5,0.001579615,1.6692E-4,3.394591E-4,0.003698301,0.003696698,3.865302E-5,0.006058789,0.00295716,0.0122055,8.850344,1.173089E-4,502041.2,502057.0
16.2,0.02352162,6.283185,3.141593,6.283185,640.7839,0.2365692,-219527.5,917.8046,1.08738E8,917.8046,1.000009,0.8907804,0.01089765,1.469354E-7,0.005178462,1.988397E-7,0.03105,1.606306E-4,4.847324E-4,0.01558035,2.817155E-6,5.757684E-5,1.68969E-4,3.678451E-4,0.004300597,5.078617E-4,3.852286E-6,0.005329198,1.440443E-4,1.230935E-4,0.003896142,8.271941E-5,0.001579446,1.66946E-4,3.394675E-4,0.00369864,0.00369673,3.865323E-5,0.006057926,0.002956593,0.01220305,8.850257,1.175145E-4,502036.3,502052.1
16.4,0.02383401,6.283185,3.141593,6.283185,639.663,0.2365692,-206521.7,916.1907,1.084539E8,916.1907,1.000009,0.8907688,0.0109008,1.407588E-7,0.005180595,1.915531E-7,0.03105433,1.606535E-4,4.850215E-4,0.01558343,2.731607E-6,5.75841E-5,1.689765E-4,3.683462E-4,0.004300873,5.082389E-4,3.755809E-6,0.005329815,1.440826E-4,1.2322E-4,0.003896493,8.272032E-5,0.00157928,1.669715E-4,3.394751E-4,0.003698963,0.003696762,3.865339E-5,0.006057107,0.002956055,0.01220073,8.850176,1.177205E-4,502031.7,502047.5
16.6,0.02414694,6.283185,3.141593,6.283185,638.5445,0.2365692,-194351.1,914.5808,1.081706E8,914.5808,1.000009,0.8907577,0.0109038,1.348666E-7,0.005182632,1.845568E-7,0.03105843,1.606747E-4,4.853008E-4,0.01558635,2.648622E-6,5.75909E-5,1.689836E-4,3.688296E-4,0.004301134,5.086008E-4,3.661824E-6,0.005330397,1.44119E-4,1.233415E-4,0.003896825,8.272117E-5,0.001579117,1.669964E-4,3.394821E-4,0.00369927,0.003696793,3.865351E-5,0.006056328,0.002955544,0.01219852,8.850098,1.179267E-4,502027.3,502043.1
16.8,0.02446042,6.283185,3.141593,6.283185,637.4284,0.2365692,-182929.3,912.9747,1.078879E8,912.9747,1.000009,0.8907472,0.01090667,1.292258E-7,0.005184585,1.778191E-7,0.03106233,1.606945E-4,4.855713E-4,0.01558914,2.567996E-6,5.759735E-5,1.689904E-4,3.692973E-4,0.004301383,5.089493E-4,3.570218E-6,0.005330949,1.441538E-4,1.234587E-4,0.003897141,8.2722E-5,0.001578958,1.67021E-4,3.394886E-4,0.003699564,0.003696824,3.86536E-5,0.006055584,0.002955056,0.01219642,8.850025,1.181331E-4,502023.2,502038.9
17.0,0.02477446,6.283185,3.141593,6.283185,636.3148,0.2365692,-172098.8,911.3726,1.076059E8,911.3726,1.00001,0.8907372,0.0109094,1.238485E-7,0.005186449,1.713517E-7,0.03106603,1.607128E-4,4.858327E-4,0.0155918,2.489806E-6,5.76034E-5,1.689969E-4,3.697484E-4,0.004301619,5.092836E-4,3.481032E-6,0.005331471,1.441868E-4,1.235714E-4,0.003897439,8.27228E-5,0.001578802,1.670451E-4,3.394945E-4,0.003699843,0.003696855,3.865365E-5,0.006054877,0.002954592,0.01219442,8.849955,1.183399E-4,502019.2,502035.0
17.2,0.02508905,6.283185,3.141593,6.283185,635.2036,0.2365692,-161773.1,909.7744,1.073246E8,909.7744,1.00001,0.8907277,0.01091199,1.187348E-7,0.005188225,1.651546E-7,0.03106951,1.607295E-4,4.860848E-4,0.01559432,2.414052E-6,5.760906E-5,1.69003E-4,3.701831E-4,0.004301842,5.096037E-4,3.394266E-6,0.005331962,1.44218E-4,1.236795E-4,0.003897721,8.272356E-5,0.00157865,1.670688E-4,3.394999E-4,0.003700108,0.003696885,3.865366E-5,0.006054207,0.002954152,0.01219252,8.849889,1.185469E-4,502015.4,502031.2
17.4,0.02540419,6.283185,3.141593,6.283185,634.0948,0.2365692,-152216.3,908.1799,1.07044E8,908.1799,1.00001,0.8907187,0.01091446,1.138278E-7,0.005189927,1.591806E-7,0.03107282,1.60745E-4,4.86329E-4,0.01559672,2.340428E-6,5.76144E-5,1.690089E-4,3.706036E-4,0.004302054,5.099118E-4,3.309684E-6,0.005332427,1.442478E-4,1.237838E-4,0.003897989,8.27243E-5,0.001578501,1.670921E-4,3.395049E-4,0.003700362,0.003696915,3.865366E-5,0.006053568,0.002953732,0.01219072,8.849826,1.187542E-4,502011.9,502027.7
17.6,0.02571988,6.283185,3.141593,6.283185,632.9884,0.2365692,-143255.7,906.5892,1.06764E8,906.5892,1.00001,0.8907101,0.01091681,1.09142E-7,0.005191551,1.534416E-7,0.03107595,1.607593E-4,4.865648E-4,0.01559901,2.269013E-6,5.761941E-5,1.690144E-4,3.710092E-4,0.004302255,5.102072E-4,3.227345E-6,0.005332867,1.44276E-4,1.23884E-4,0.003898242,8.272502E-5,0.001578356,1.671151E-4,3.395095E-4,0.003700603,0.003696944,3.865363E-5,0.00605296,0.002953333,0.012189,8.849767,1.189618E-4,502008.5,502024.3
17.8,0.02603612,6.283185,3.141593,6.283185,631.8845,0.2365692,-134746.2,905.0024,1.064847E8,905.0024,1.00001,0.890702,0.01091903,1.046876E-7,0.005193095,1.479462E-7,0.0310789,1.607721E-4,4.867921E-4,0.01560117,2.199861E-6,5.762408E-5,1.690197E-4,3.713997E-4,0.004302445,5.104896E-4,3.147291E-6,0.005333278,1.443027E-4,1.2398E-4,0.00389848,8.272571E-5,0.001578214,1.671377E-4,3.395135E-4,0.003700831,0.003696973,3.865357E-5,0.006052386,0.002952956,0.01218738,8.849711,1.191696E-4,502005.3,502021.1
18.0,0.02635291,6.283185,3.141593,6.283185,630.7828,0.2365692,-126771.4,903.4193,1.062061E8,903.4193,1.00001,0.8906942,0.01092116,1.004262E-7,0.005194573,1.426607E-7,0.03108169,1.60784E-4,4.870121E-4,0.01560323,2.132751E-6,5.762848E-5,1.690247E-4,3.717771E-4,0.004302626,5.107611E-4,3.069316E-6,0.005333668,1.443281E-4,1.240725E-4,0.003898705,8.27264E-5,0.001578074,1.6716E-4,3.395172E-4,0.003701049,0.003697001,3.86535E-5,0.006051838,0.002952597,0.01218584,8.849658,1.193777E-4,502002.3,502018.1
18.2,0.02667026,6.283185,3.141593,6.283185,629.6836,0.2365692,-119313.8,901.8398,1.059281E8,901.8398,1.00001,0.8906868,0.01092319,9.634551E-8,0.00519599,1.37574E-7,0.03108435,1.607949E-4,4.872252E-4,0.01560519,2.067609E-6,5.763263E-5,1.690295E-4,3.721423E-4,0.004302798,5.110223E-4,2.993351E-6,0.005334039,1.443523E-4,1.241617E-4,0.00389892,8.272708E-5,0.001577939,1.67182E-4,3.395207E-4,0.003701258,0.003697029,3.865341E-5,0.006051315,0.002952253,0.01218437,8.849607,1.195861E-4,501999.4,502015.2
18.4,0.02698816,6.283185,3.141593,6.283185,628.5867,0.2365691,-112234.2,900.2641,1.056507E8,900.2641,1.00001,0.8906798,0.01092511,9.246332E-8,0.005197339,1.32702E-7,0.03108686,1.608048E-4,4.874307E-4,0.01560706,2.004539E-6,5.763651E-5,1.690341E-4,3.724942E-4,0.00430296,5.112723E-4,2.919493E-6,0.005334387,1.443753E-4,1.242472E-4,0.003899122,8.272775E-5,0.001577806,1.672037E-4,3.395238E-4,0.003701456,0.003697057,3.86533E-5,0.006050819,0.002951928,0.01218297,8.849559,1.197948E-4,501996.7,502012.5
18.6,0.02730661,6.283185,3.141593,6.283185,627.4923,0.2365691,-105565.7,898.692,1.05374E8,898.692,1.00001,0.8906731,0.01092694,8.875547E-8,0.005198627,1.280215E-7,0.03108923,1.608137E-4,4.876294E-4,0.01560883,1.943381E-6,5.764015E-5,1.690384E-4,3.728339E-4,0.004303115,5.11512E-4,2.847621E-6,0.005334716,1.44397E-4,1.243295E-4,0.003899314,8.272842E-5,0.001577677,1.672252E-4,3.395266E-4,0.003701644,0.003697084,3.865318E-5,0.006050348,0.002951619,0.01218165,8.849514,1.200038E-4,501994.2,502009.9
18.8,0.02762562,6.283185,3.141593,6.283185,626.4001,0.2365691,-99380.1,897.1235,1.05098E8,897.1235,1.00001,0.8906668,0.0109287,8.518888E-8,0.005199863,1.235007E-7,0.03109149,1.608219E-4,4.878218E-4,0.01561052,1.883915E-6,5.764359E-5,1.690426E-4,3.731629E-4,0.004303262,5.117428E-4,2.777569E-6,0.005335029,1.444178E-4,1.244089E-4,0.003899496,8.272909E-5,0.00157755,1.672464E-4,3.395292E-4,0.003701825,0.00369711,3.865306E-5,0.006049897,0.002951324,0.01218039,8.84947,1.20213E-4,501991.7,502007.5
19.0,0.02794519,6.283185,3.141593,6.283185,625.3103,0.2365691,-93524.56,895.5587,1.048225E8,895.5587,1.00001,0.8906607,0.01093036,8.178838E-8,0.00520104,1.191636E-7,0.03109362,1.608292E-4,4.880076E-4,0.01561212,1.826304E-6,5.764681E-5,1.690466E-4,3.734801E-4,0.004303401,5.119638E-4,2.709462E-6,0.005335323,1.444375E-4,1.244851E-4,0.003899668,8.272976E-5,0.001577427,1.672673E-4,3.395315E-4,0.003701996,0.003697136,3.865292E-5,0.00604947,0.002951043,0.01217919,8.84943,1.204225E-4,501989.4,502005.2
19.2,0.02826531,6.283185,3.141593,6.283185,624.2229,0.2365691,-87981.12,893.9975,1.045477E8,893.9975,1.00001,0.890655,0.01093194,7.854509E-8,0.005202161,1.150011E-7,0.03109563,1.608357E-4,4.881869E-4,0.01561364,1.770484E-6,5.764981E-5,1.690503E-4,3.737859E-4,0.004303533,5.121753E-4,2.643242E-6,0.0053356,1.444561E-4,1.245582E-4,0.00389983,8.273042E-5,0.001577306,1.67288E-4,3.395335E-4,0.003702159,0.003697161,3.865278E-5,0.006049064,0.002950778,0.01217806,8.849391,1.206323E-4,501987.2,502003.0
19.4,0.02858599,6.283185,3.141593,6.283185,623.1378,0.2365691,-82848.52,892.4398,1.042736E8,892.4398,1.000011,0.8906495,0.01093345,7.542069E-8,0.00520324,1.109747E-7,0.03109756,1.608416E-4,4.883608E-4,0.0156151,1.71617E-6,5.765266E-5,1.69054E-4,3.740826E-4,0.00430366,5.123794E-4,2.578661E-6,0.005335865,1.444739E-4,1.246289E-4,0.003899985,8.27311E-5,0.001577189,1.673085E-4,3.395355E-4,0.003702315,0.003697186,3.865263E-5,0.006048676,0.002950523,0.01217697,8.849354,1.208423E-4,501985.1,502000.9
19.6,0.02890723,6.283185,3.141593,6.283185,622.0551,0.2365691,-77991.76,890.8856,1.04E8,890.8856,1.000011,0.8906443,0.01093489,7.243813E-8,0.005204268,1.071076E-7,0.03109937,1.608469E-4,4.885287E-4,0.01561649,1.663532E-6,5.765533E-5,1.690574E-4,3.743687E-4,0.00430378,5.125748E-4,2.515868E-6,0.005336114,1.444908E-4,1.246969E-4,0.003900131,8.273177E-5,0.001577074,1.673288E-4,3.395372E-4,0.003702464,0.00369721,3.865248E-5,0.006048307,0.002950281,0.01217594,8.849319,1.210527E-4,501983.1,501998.9
19.8,0.02922902,6.283185,3.141593,6.283185,620.9747,0.2365691,-73368.41,889.3351,1.037271E8,889.3351,1.000011,0.8906394,0.01093625,6.959632E-8,0.005205245,1.033983E-7,0.03110108,1.608514E-4,4.886906E-4,0.01561779,1.612565E-6,5.765781E-5,1.690607E-4,3.746445E-4,0.004303893,5.127616E-4,2.45486E-6,0.005336348,1.445068E-4,1.24762E-4,0.003900268,8.273245E-5,0.001576963,1.673489E-4,3.395387E-4,0.003702604,0.003697234,3.865232E-5,0.006047958,0.002950052,0.01217496,8.849286,1.212633E-4,501981.3,501997.1
20.0,0.02955138,6.283185,3.141593,6.283185,619.8966,0.2365691,-69083.82,887.788,1.034548E8,887.788,1.000011,0.8906347,0.01093755,6.679398E-8,0.005206179,9.972849E-8,0.03110269,1.608554E-4,4.888471E-4,0.01561904,1.562664E-6,5.766014E-5,1.690639E-4,3.749109E-4,0.004304,5.129408E-4,2.39535E-6,0.005336569,1.445219E-4,1.248246E-4,0.003900398,8.273314E-5,0.001576854,1.67369E-4,3.395401E-4,0.003702739,0.003697257,3.865216E-5,0.006047625,0.002949834,0.01217404,8.849255,1.214742E-4,501979.5,501995.3
