Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mass_fraction_H2_PFRC2 (),Mass_fraction_CH4_PFRC2 (),Mass_fraction_CH3_PFRC2 (),Mass_fraction_C2H6_PFRC2 (),Mass_fraction_C2H5_PFRC2 (),Mass_fraction_C2H4_PFRC2 (),Mass_fraction_C2H2_PFRC2 (),Mass_fraction_C3H8_PFRC2 (),Mass_fraction_C3H6_PFRC2 (),Mass_fraction_C3H5-A_PFRC2 (),Mass_fraction_C3H4-A_PFRC2 (),Mass_fraction_NC4H10_PFRC2 (),Mass_fraction_IC4H8_PFRC2 (),Mass_fraction_C4H8-1_PFRC2 (),Mass_fraction_C4H8-2_PFRC2 (),Mass_fraction_C4H71-3_PFRC2 (),Mass_fraction_C4H6_PFRC2 (),Mass_fraction_C6H6_PFRC2 (),Mass_fraction_C5H6_PFRC2 (),Mass_fraction_NC5H10_PFRC2 (),Mass_fraction_B1M3_PFRC2 (),Mass_fraction_LC5H8_PFRC2 (),Mass_fraction_DIALLYL_PFRC2 (),Mass_fraction_NC6H12_PFRC2 (),Mass_fraction_NC7H14_PFRC2 (),Mass_fraction_C7H8_PFRC2 (),Mass_fraction_NPBENZ_PFRC2 (),Mass_fraction_NC12H26_PFRC2 (),Mass_fraction_NC16H34_PFRC2 (),Mass_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,753.9968,0.2365664,-2.861834E8,1151.892,0.0,1151.892,1.0,0.2031835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03986357,0.0,0.1992409,0.1593998,0.3983123,9.439816,9.986968E-5,535452.9,535452.9
6.386046E-4,8.469763E-7,6.283185,3.141593,6.283185,753.9666,0.2365664,-5.581992E8,1151.817,1.499258E8,1151.817,1.000001,0.2031836,4.793622E-7,4.561744E-6,1.052771E-6,1.520408E-5,2.427121E-5,3.369673E-10,1.778184E-7,2.224973E-5,1.135105E-5,2.357016E-9,7.440978E-8,1.213179E-13,1.249367E-5,2.601815E-8,1.474085E-5,1.48125E-6,6.511225E-8,1.988232E-12,1.039073E-5,7.25229E-10,1.265081E-6,4.460962E-9,3.354352E-6,9.985385E-6,0.03986331,1.062906E-10,0.1992127,0.1593656,0.3982316,9.439571,9.987368E-5,535439.0,535439.0
0.01130472,1.499866E-5,6.283185,3.141593,6.283185,753.4483,0.2365664,-1.05024E9,1149.6,1.495356E8,1149.6,1.000001,0.2032004,1.90533E-4,7.328247E-5,2.019377E-4,1.125926E-4,0.001654712,7.530437E-7,3.218858E-5,0.001235153,1.998667E-4,1.232677E-6,2.195731E-5,1.021333E-8,5.937449E-4,1.142012E-5,2.524631E-4,3.835327E-4,1.402972E-5,1.025185E-7,5.911879E-4,4.811478E-6,2.896928E-4,2.836162E-5,9.145145E-5,9.550945E-4,0.03981184,8.678961E-7,0.197752,0.1577189,0.3945045,9.427883,9.994239E-5,534776.0,534776.0
0.04436678,5.891499E-5,6.283185,3.141593,6.283185,752.2903,0.2365664,-8.731697E8,1142.296,1.4825E8,1142.296,1.000001,0.2032688,0.001160428,7.487073E-5,0.001073668,1.091521E-4,0.008374481,9.578036E-6,2.160743E-4,0.006305494,2.565924E-4,1.000464E-5,1.434595E-4,1.12327E-6,0.003093123,1.116944E-4,3.871014E-4,0.002522359,7.914054E-5,3.770788E-6,0.003166562,5.640616E-5,0.001591926,2.743092E-4,3.900176E-4,0.005012572,0.0396194,2.100692E-5,0.1917737,0.1511114,0.3795718,9.382399,1.000962E-4,532196.1,532196.1
0.1856129,2.471305E-4,6.283185,3.141593,6.283185,748.8678,0.2365664,-4.193603E8,1122.677,1.447969E8,1122.677,1.000001,0.2034076,0.003999345,4.63131E-5,0.003568864,6.812718E-5,0.02664774,5.64408E-5,6.784117E-4,0.02002432,2.430332E-4,4.173228E-5,4.353427E-4,3.81408E-5,0.009529426,4.770539E-4,3.20376E-4,0.008658546,2.660754E-4,4.298773E-5,0.009963093,2.091291E-4,0.004831088,7.52402E-4,0.001147347,0.01509409,0.03925744,1.379396E-4,0.1758653,0.1339349,0.339812,9.263398,1.005537E-4,525446.0,525446.0
0.2,2.663458E-4,6.283185,3.141593,6.283185,748.5882,0.2365664,-3.975587E8,1121.255,1.445466E8,1121.255,1.000001,0.2034146,0.004214496,4.474534E-5,0.003755873,6.586501E-5,0.0279556,6.09027E-5,7.09152E-4,0.02100071,2.409908E-4,4.444751E-5,4.538795E-4,4.421821E-5,0.009964901,5.066195E-4,3.156361E-4,0.009098404,2.80047E-4,4.753235E-5,0.01043187,2.196394E-4,0.005044104,7.777722E-4,0.001198861,0.01575963,0.03923535,1.473059E-4,0.1747457,0.1327482,0.3370125,9.255121,1.005913E-4,524976.5,524976.5
0.4,5.341284E-4,6.283185,3.141593,6.283185,745.322,0.2365664,-2.250395E8,1106.284,1.419116E8,1106.284,1.000001,0.203461,0.006540492,3.12139E-5,0.005762179,4.631438E-5,0.04144067,1.148779E-4,0.001013215,0.03102708,2.154126E-4,7.605089E-5,6.294944E-4,1.488162E-4,0.01424,8.378475E-4,2.694602E-4,0.01363661,4.299206E-4,1.094131E-4,0.01510312,3.245326E-4,0.007092049,9.947059E-4,0.001706484,0.02219369,0.03901774,2.418788E-4,0.1633369,0.1208287,0.3085114,9.17156,1.010321E-4,520236.9,520236.9
0.4641853,6.202979E-4,6.283185,3.141593,6.283185,744.4349,0.2365664,-1.983033E8,1102.674,1.412763E8,1102.674,1.000002,0.203465,0.007113439,2.861805E-5,0.006252713,4.253847E-5,0.04458625,1.294723E-4,0.001081415,0.0333563,2.085453E-4,8.436681E-5,6.6667E-4,1.862504E-4,0.01517912,9.227227E-4,2.590764E-4,0.01469568,4.665795E-4,1.280707E-4,0.01614717,3.480395E-4,0.007530085,0.001036052,0.001818362,0.02358258,0.03896903,2.629546E-4,0.1607102,0.11813,0.3019599,9.152526,1.011525E-4,519159.4,519159.9
0.4755619,6.355815E-4,6.283185,3.141593,6.283185,744.2821,0.2365664,-1.933763E8,1102.073,1.411705E8,1102.073,1.000002,0.2034654,0.007208731,2.811188E-5,0.006334037,4.177776E-5,0.04510352,1.319277E-4,0.001092501,0.03373962,2.072332E-4,8.576683E-5,6.726246E-4,1.929384E-4,0.01533286,9.390185E-4,2.568015E-4,0.01486922,4.726614E-4,1.312943E-4,0.01631628,3.518573E-4,0.007600013,0.001042451,0.00183646,0.02380543,0.0389612,2.663624E-4,0.1602821,0.1176919,0.3008913,9.149414,1.011732E-4,518989.3,518992.0
0.6,8.029529E-4,6.283185,3.141593,6.283185,742.7153,0.2365664,-1.547846E8,1096.132,1.401248E8,1096.132,1.000002,0.2034652,0.008156829,2.442128E-5,0.007143266,3.654641E-5,0.05014668,1.570349E-4,0.00120022,0.03746617,1.959942E-4,9.989539E-5,7.291468E-4,2.664685E-4,0.01678361,0.001080533,2.416959E-4,0.01656698,5.332259E-4,1.65349E-4,0.01794736,3.886115E-4,0.008267175,0.001102569,0.002009613,0.02593518,0.0388845,2.98959E-4,0.156096,0.1134323,0.2904689,9.119289,1.013867E-4,517279.8,517283.1
0.8,0.001072654,6.283185,3.141593,6.283185,740.4509,0.2365664,-1.152453E8,1088.32,1.3875E8,1088.32,1.000002,0.2034543,0.009398731,2.019928E-5,0.008200971,3.048297E-5,0.05649257,1.91175E-4,0.001333921,0.04214545,1.80929E-4,1.188746E-4,7.956103E-4,3.823426E-4,0.01852257,0.001269353,2.219155E-4,0.01870458,6.123228E-4,2.151789E-4,0.01993063,4.333148E-4,0.009049266,0.001171507,0.002217495,0.02846201,0.03879145,3.381752E-4,0.1508695,0.108178,0.2774829,9.08199,1.016967E-4,515164.0,515167.3
1.0,0.001343141,6.283185,3.141593,6.283185,738.3963,0.2365664,-9.04097E7,1081.888,1.376179E8,1081.888,1.000002,0.2034369,0.01040528,1.7262E-5,0.009057712,2.627211E-5,0.06142835,2.196123E-4,0.001437275,0.04578052,1.687039E-4,1.344774E-4,8.438743E-4,4.920493E-4,0.0198068,0.001425092,2.067031E-4,0.02036664,6.763619E-4,2.598396E-4,0.02141801,4.667635E-4,0.009612423,0.001220758,0.002371071,0.03031037,0.03872215,3.671719E-4,0.1468326,0.1041692,0.2674782,9.053434,1.019797E-4,513544.2,513547.4
1.2,0.001614353,6.283185,3.141593,6.283185,736.4845,0.2365664,-7.337485E7,1076.365,1.366458E8,1076.365,1.000002,0.2034168,0.01124854,1.50677E-5,0.009776277,2.312832E-5,0.0654251,2.438003E-4,0.001521092,0.0487234,1.584459E-4,1.475882E-4,8.808192E-4,5.944894E-4,0.02080161,0.001557493,1.943884E-4,0.02171157,7.300091E-4,3.001986E-4,0.02258588,4.929214E-4,0.01003846,0.001258454,0.002489946,0.03173211,0.03866845,3.89624E-4,0.1435799,0.1009715,0.2594358,9.030596,1.022444E-4,512248.8,512252.1
1.4,0.001886254,6.283185,3.141593,6.283185,734.677,0.2365664,-6.108148E7,1071.49,1.357877E8,1071.49,1.000002,0.2033955,0.01197016,1.337182E-5,0.01039259,2.069546E-5,0.06874655,2.646647E-4,0.00159118,0.05117051,1.4963E-4,1.587732E-4,9.100719E-4,6.896539E-4,0.02159685,0.001672328,1.840277E-4,0.02282839,7.759269E-4,3.368959E-4,0.02353087,5.139621E-4,0.01037125,0.001288633,0.002584842,0.03286234,0.03862584,4.075414E-4,0.1408865,0.0983459,0.2527898,9.011809,1.024959E-4,511183.2,511186.5
1.6,0.002158806,6.283185,3.141593,6.283185,732.9476,0.2365664,-5.177481E7,1067.089,1.35013E8,1067.089,1.000002,0.2033741,0.0125996,1.199922E-5,0.01093168,1.872041E-5,0.07157086,2.829268E-4,0.001651356,0.05325367,1.418804E-4,1.684572E-4,9.339431E-4,7.781191E-4,0.02225047,0.001773803,1.75072E-4,0.02377698,8.159897E-4,3.70531E-4,0.02431606,5.313365E-4,0.01063874,0.001313573,0.002662662,0.03378734,0.03859126,4.22229E-4,0.1386024,0.09613505,0.2471636,8.995966,1.027378E-4,510285.0,510289.1
1.644031,0.002218894,6.283185,3.141593,6.283185,732.5756,0.2365664,-5.005003E7,1066.172,1.348517E8,1066.172,1.000002,0.2033694,0.01272772,1.171471E-5,0.01104156,1.831588E-5,0.07213709,2.866432E-4,0.001663506,0.05367174,1.402822E-4,1.704162E-4,9.386169E-4,7.967419E-4,0.02237909,0.001794726,1.732134E-4,0.023967,8.241398E-4,3.775625E-4,0.02447137,5.347609E-4,0.01069057,0.001318477,0.002677934,0.03396871,0.03858454,4.251096E-4,0.1381452,0.0956943,0.2460384,8.992805,1.0279E-4,510106.1,510110.8
1.66725,0.002250593,6.283185,3.141593,6.283185,732.3797,0.2365664,-5.169475E7,1065.695,1.347677E8,1065.695,1.000002,0.2033669,0.01279372,1.15262E-5,0.01109815,1.797306E-5,0.07242862,2.885489E-4,0.00166974,0.05388755,1.393123E-4,1.714257E-4,9.409981E-4,8.064339E-4,0.02244617,0.0018071,1.717945E-4,0.02406436,8.283327E-4,3.812108E-4,0.02455055,5.365089E-4,0.01071664,0.001320903,0.00268572,0.03406074,0.03858119,4.265773E-4,0.1379118,0.09546954,0.2454632,8.99118,1.028175E-4,510018.7,510025.0
1.669803,0.00225408,6.283185,3.141593,6.283185,732.3575,0.2365664,-5.679633E7,1065.641,1.347583E8,1065.641,1.000002,0.2033667,0.01280088,1.139077E-5,0.01110426,1.761403E-5,0.07246097,2.887484E-4,0.001670407,0.0539118,1.390076E-4,1.715356E-4,9.412563E-4,8.074904E-4,0.02245475,0.001809977,1.712501E-4,0.0240747,8.287763E-4,3.816073E-4,0.02455887,5.366996E-4,0.01071916,0.001321139,0.002686544,0.03407012,0.03858089,4.267353E-4,0.1378878,0.09544645,0.2454031,8.991001,1.028206E-4,510013.3,510021.3
1.672479,0.002257735,6.283185,3.141593,6.283185,732.3345,0.2365664,-4.880523E7,1065.587,1.347486E8,1065.587,1.000002,0.2033664,0.01280828,1.13134E-5,0.01111056,1.758333E-5,0.07249337,2.889561E-4,0.001671094,0.05393601,1.388755E-4,1.716502E-4,9.415154E-4,8.085956E-4,0.02246236,0.001811551,1.708237E-4,0.02408558,8.292441E-4,3.820172E-4,0.02456759,5.368938E-4,0.01072194,0.001321353,0.002687413,0.03408016,0.03858055,4.268971E-4,0.1378622,0.09542176,0.2453395,8.990821,1.028238E-4,510004.1,510012.4
1.676466,0.002263179,6.283185,3.141593,6.283185,732.3002,0.2365664,-4.906334E7,1065.504,1.347341E8,1065.504,1.000002,0.2033661,0.01281928,1.125533E-5,0.01111995,1.740655E-5,0.07254272,2.892673E-4,0.001672118,0.05397298,1.385839E-4,1.718208E-4,9.419064E-4,8.102385E-4,0.02247477,0.001815057,1.70117E-4,0.02410168,8.299382E-4,3.826301E-4,0.0245805,5.371824E-4,0.01072598,0.001321667,0.002688698,0.03409491,0.03858007,4.271382E-4,0.1378246,0.09538547,0.2452455,8.990547,1.028286E-4,509993.3,510003.3
1.67701,0.002263921,6.283185,3.141593,6.283185,732.2957,0.2365664,-5.185652E7,1065.493,1.347321E8,1065.493,1.000002,0.203366,0.01282077,1.123124E-5,0.01112121,1.741476E-5,0.07254967,2.893093E-4,0.001672255,0.05397817,1.385745E-4,1.71844E-4,9.419573E-4,8.104622E-4,0.02247668,0.001815739,1.70049E-4,0.02410388,8.300336E-4,3.827136E-4,0.02458227,5.37221E-4,0.01072656,0.001321705,0.002688875,0.03409697,0.03858,4.271704E-4,0.1378193,0.09538042,0.2452325,8.990508,1.028293E-4,509992.2,510002.6
1.677118,0.002264068,6.283185,3.141593,6.283185,732.2948,0.2365664,-5.293759E7,1065.491,1.347317E8,1065.491,1.000002,0.203366,0.01282107,1.122515E-5,0.01112147,1.741427E-5,0.07255113,2.893177E-4,0.001672283,0.05397926,1.385666E-4,1.718486E-4,9.419675E-4,8.105066E-4,0.02247713,0.001815951,1.700293E-4,0.02410431,8.300523E-4,3.827304E-4,0.02458262,5.372287E-4,0.01072667,0.001321713,0.00268891,0.03409737,0.03857998,4.271768E-4,0.1378183,0.09537946,0.24523,8.9905,1.028294E-4,509992.1,510002.6
1.678244,0.002265606,6.283185,3.141593,6.283185,732.2852,0.2365664,-4.841119E7,1065.468,1.347277E8,1065.468,1.000002,0.2033659,0.01282414,1.116367E-5,0.01112408,1.739091E-5,0.07256448,2.894052E-4,0.001672567,0.05398911,1.385293E-4,1.718966E-4,9.42072E-4,8.109692E-4,0.02248018,0.001816486,1.698551E-4,0.02410885,8.302484E-4,3.829016E-4,0.02458624,5.373081E-4,0.01072783,0.001321791,0.002689273,0.03410155,0.03857984,4.272436E-4,0.1378076,0.09536912,0.2452034,8.990426,1.028307E-4,509987.9,509998.5
1.779713,0.002404251,6.283185,3.141593,6.283185,731.4454,0.2365664,-4.522858E7,1063.444,1.343716E8,1063.444,1.000003,0.2033551,0.0131021,1.101172E-5,0.01136288,1.729281E-5,0.07378043,2.974986E-4,0.001698852,0.0548887,1.355449E-4,1.761047E-4,9.51948E-4,8.520522E-4,0.02275174,0.001861586,1.683101E-4,0.02451438,8.480524E-4,3.984726E-4,0.02491611,5.445073E-4,0.01083686,0.001331258,0.002721438,0.03448538,0.03856527,4.332477E-4,0.1368247,0.09442476,0.2427903,8.983653,1.029488E-4,509602.1,509614.3
1.8,0.00243199,6.283185,3.141593,6.283185,731.2789,0.2365664,-4.45252E7,1063.049,1.343021E8,1063.049,1.000003,0.2033529,0.01315567,1.089714E-5,0.01140895,1.712124E-5,0.07401283,2.990526E-4,0.001703903,0.05506054,1.348871E-4,1.769116E-4,9.538168E-4,8.600843E-4,0.02280319,0.001870344,1.675635E-4,0.02459226,8.514641E-4,4.015083E-4,0.02497883,5.458869E-4,0.01085729,0.001333218,0.002727532,0.03455794,0.03856257,4.343879E-4,0.1366372,0.09424486,0.2423296,8.982363,1.029722E-4,509528.9,509541.3
2.0,0.00270579,6.283185,3.141593,6.283185,729.662,0.2365664,-3.87566E7,1059.31,1.336438E8,1059.31,1.000003,0.2033323,0.01365018,9.891693E-6,0.01183589,1.570583E-5,0.07613857,3.133965E-4,0.001750385,0.05663405,1.287184E-4,1.843372E-4,9.705797E-4,9.363443E-4,0.02326641,0.001951895,1.603859E-4,0.02530451,8.829971E-4,4.301457E-4,0.02554704,5.582759E-4,0.01103897,0.001351551,0.002782409,0.03521085,0.03853879,4.446779E-4,0.1349232,0.09260543,0.238121,8.970595,1.032004E-4,508861.3,508873.8
2.2,0.002980187,6.283185,3.141593,6.283185,728.0861,0.2365664,-3.401267E7,1055.806,1.330273E8,1055.806,1.000003,0.2033124,0.01409393,9.065173E-6,0.01222081,1.4512E-5,0.07801148,3.262317E-4,0.001791937,0.05802361,1.230671E-4,1.909319E-4,9.849033E-4,0.001007723,0.0236641,0.002025996,1.540384E-4,0.02593118,9.113112E-4,4.567218E-4,0.02603946,5.688986E-4,0.01119156,0.001367652,0.002829398,0.03577064,0.03851906,4.535087E-4,0.1334143,0.09116922,0.2344202,8.96028,1.034238E-4,508276.3,508288.8
2.4,0.003255172,6.283185,3.141593,6.283185,726.5451,0.2365664,-3.008779E7,1052.5,1.324454E8,1052.5,1.000003,0.2032932,0.01449457,8.346563E-6,0.01257006,1.347351E-5,0.07967378,3.377746E-4,0.001829406,0.0592601,1.178815E-4,1.968159E-4,9.972636E-4,0.001074598,0.02400864,0.002093764,1.482707E-4,0.02648655,9.368929E-4,4.814602E-4,0.02646992,5.780866E-4,0.01132086,0.001381856,0.002869978,0.03625529,0.03850256,4.611327E-4,0.1320757,0.08990072,0.2311403,8.951168,1.036431E-4,507759.4,507772.0
2.6,0.003530735,6.283185,3.141593,6.283185,725.0338,0.2365664,-2.67254E7,1049.359,1.318926E8,1049.359,1.000003,0.2032748,0.01485872,7.730143E-6,0.0128888,1.255786E-5,0.08115932,3.482065E-4,0.001863464,0.06036823,1.130774E-4,2.020922E-4,0.001008031,0.001137348,0.02430995,0.0021561,1.429485E-4,0.02698213,9.601296E-4,5.045541E-4,0.02684936,5.861103E-4,0.01143137,0.001394443,0.002905322,0.03667883,0.0384887,4.677633E-4,0.1308795,0.08877165,0.2282122,8.943056,1.038592E-4,507299.6,507313.2
2.692667,0.003658609,6.283185,3.141593,6.283185,724.3425,0.2365664,-2.544654E7,1047.954,1.316451E8,1047.954,1.000003,0.2032665,0.01501614,7.443662E-6,0.01302716,1.216771E-5,0.08179455,3.526989E-4,0.001878214,0.06084315,1.109827E-4,2.04352E-4,0.00101255,0.001165108,0.02443676,0.00218332,1.406157E-4,0.02719379,9.701817E-4,5.147355E-4,0.02701006,5.894773E-4,0.0114771,0.001399815,0.002920161,0.03685715,0.03848306,4.705422E-4,0.1303679,0.08829014,0.2269607,8.939597,1.039583E-4,507103.5,507117.3
2.8,0.003806882,6.283185,3.141593,6.283185,723.5487,0.2365665,-2.400061E7,1046.362,1.31365E8,1046.362,1.000003,0.2032572,0.01518984,7.152559E-6,0.01318042,1.174424E-5,0.08249087,3.576448E-4,0.00189453,0.06136462,1.086351E-4,2.068297E-4,0.001017443,0.001196234,0.0245742,0.002213589,1.380552E-4,0.02742559,9.812887E-4,5.261274E-4,0.0271851,5.931156E-4,0.01152609,0.001405747,0.002936222,0.03705063,0.03847708,4.735462E-4,0.129807,0.0877632,0.2255891,8.935812,1.040723E-4,506888.8,506902.5
3.0,0.004083578,6.283185,3.141593,6.283185,722.0853,0.2365665,-2.159194E7,1043.481,1.308579E8,1043.481,1.000003,0.2032403,0.01549374,6.652564E-6,0.01344959,1.10142E-5,0.08369721,3.6626E-4,0.001923164,0.06227017,1.044719E-4,2.111231E-4,0.001025787,0.001251764,0.02480907,0.002267058,1.334851E-4,0.0278267,0.001000727,5.463981E-4,0.0274859,5.993139E-4,0.01160844,0.00141602,0.002963591,0.03738153,0.03846723,4.786567E-4,0.128835,0.08685205,0.2232132,8.929268,1.042833E-4,506517.6,506531.2
3.2,0.004360831,6.283185,3.141593,6.283185,720.6417,0.2365665,-1.950497E7,1040.705,1.303692E8,1040.705,1.000003,0.2032243,0.01577299,6.203029E-6,0.01369831,1.0355E-5,0.08479135,3.741259E-4,0.001949614,0.0630943,1.005663E-4,2.150156E-4,0.001033196,0.001304122,0.02501823,0.002316855,1.291995E-4,0.02818989,0.001018595,5.654452E-4,0.02775586,6.048066E-4,0.01168007,0.001425348,0.00298787,0.03767664,0.03845895,4.831775E-4,0.1279527,0.08602758,0.221058,8.923349,1.044922E-4,506181.8,506195.4
3.4,0.004638637,6.283185,3.141593,6.283185,719.2157,0.2365665,-1.768392E7,1038.02,1.298968E8,1038.02,1.000003,0.203209,0.01603018,5.796775E-6,0.01392868,9.756531E-6,0.08578643,3.81321E-4,0.001974126,0.0638465,9.689013E-5,2.185517E-4,0.001039798,0.001353544,0.02520516,0.002363347,1.251701E-4,0.02851961,0.001035056,5.833658E-4,0.02799893,6.096866E-4,0.01174253,0.001433847,0.003009477,0.03794085,0.038452,4.87188E-4,0.1271496,0.08527922,0.2190973,8.917979,1.046993E-4,505877.1,505890.7
3.6,0.004916991,6.283185,3.141593,6.283185,717.8057,0.2365665,-1.608427E7,1035.418,1.294387E8,1035.418,1.000004,0.2031943,0.01626763,5.427709E-6,0.0141426,9.210214E-6,0.0866942,3.879168E-4,0.001996921,0.06453528,9.34186E-5,2.217717E-4,0.001045705,0.001400253,0.02537287,0.002406872,1.213663E-4,0.02881985,0.001050257,6.002511E-4,0.02821863,6.140365E-4,0.01179717,0.001441623,0.003028779,0.03817844,0.03844622,4.907585E-4,0.1264162,0.08459758,0.2173075,8.91309,1.04905E-4,505599.8,505613.3
3.8,0.00519589,6.283185,3.141593,6.283185,716.4099,0.2365665,-1.46707E7,1032.886,1.289932E8,1032.886,1.000004,0.2031804,0.01648748,5.090868E-6,0.01434183,8.709049E-6,0.0875253,3.939793E-4,0.002018198,0.06516831,9.013067E-5,2.247125E-4,0.001051017,0.001444463,0.02552408,0.002447733,1.177614E-4,0.02909422,0.001064334,6.161865E-4,0.02841809,6.179302E-4,0.01184519,0.001448764,0.003046105,0.0383932,0.03844141,4.939513E-4,0.1257439,0.08397423,0.2156675,8.908623,1.051094E-4,505346.4,505359.9
4.0,0.00547533,6.283185,3.141593,6.283185,715.0271,0.2365665,-1.341456E7,1030.419,1.285589E8,1030.419,1.000004,0.2031671,0.01669151,4.782147E-6,0.01452779,8.247285E-6,0.08828836,3.995632E-4,0.002038117,0.06575181,8.700862E-5,2.274048E-4,0.001055811,0.001486361,0.02566094,0.002486184,1.143345E-4,0.02934566,0.001077397,6.31246E-4,0.02859983,6.214266E-4,0.01188752,0.001455346,0.003061714,0.03858812,0.03843746,4.968163E-4,0.1251258,0.08340234,0.2141601,8.904527,1.053127E-4,505114.1,505127.5
