Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_H_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H5_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C3H5-A_PFRC2 (),Mole_fraction_C3H4-P_PFRC2 (),Mole_fraction_C3H4-A_PFRC2 (),Mole_fraction_NC4H10_PFRC2 (),Mole_fraction_IC4H8_PFRC2 (),Mole_fraction_C4H8-1_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_NC5H10_PFRC2 (),Mole_fraction_LC5H8_PFRC2 (),Mole_fraction_NC6H12_PFRC2 (),Mole_fraction_NC7H14_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_XYLENE_PFRC2 (),Mole_fraction_NC12H26_PFRC2 (),Mole_fraction_NC16H34_PFRC2 (),Mole_fraction_NC10H20_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,932.4327,0.2365664,-1.357575E11,1425.013,0.0,1425.013,1.0,0.9517733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004049169,0.01096512,0.006592285,0.02662015,9.443275,8.075802E-5,535652.9,535652.9
2.567967E-6,2.754101E-9,6.283185,3.141593,6.283185,932.3989,0.2365664,-1.947205E11,1424.922,1.979942E8,1424.922,1.0,0.951747,8.049942E-7,9.641772E-10,1.275465E-6,2.495732E-9,4.301072E-6,3.165702E-6,3.033792E-12,1.060963E-9,4.621668E-6,3.32427E-6,5.2521E-12,1.163735E-10,6.24575E-10,6.031273E-17,2.082407E-6,1.515349E-10,2.936866E-8,2.016197E-16,9.150191E-19,2.332674E-16,1.599063E-6,7.555189E-10,4.03945E-7,1.041557E-6,1.197248E-10,0.004049054,0.01096099,0.006588538,0.02661342,9.443014,8.076095E-5,535638.1,535638.1
2.368667E-5,2.540741E-8,6.283185,3.141593,6.283185,932.1139,0.2365664,-2.193071E11,1424.011,1.978339E8,1424.011,1.0,0.9514308,1.543861E-5,2.116589E-7,2.610006E-5,3.983017E-7,6.785331E-5,7.000983E-5,1.289645E-9,1.339293E-7,7.273083E-5,3.064141E-5,4.530357E-10,9.951958E-9,7.266517E-8,2.26328E-13,3.206213E-5,1.479477E-8,2.634561E-6,2.039605E-13,4.040129E-14,1.418762E-12,2.413171E-5,3.295369E-7,5.813717E-6,1.589803E-5,2.515452E-8,0.004047573,0.01092571,0.006556961,0.02655809,9.439862,8.078564E-5,535459.3,535459.3
1.946083E-4,2.089974E-7,6.283185,3.141593,6.283185,929.9536,0.2365664,-2.543815E11,1415.433,1.963241E8,1415.433,1.0,0.9480866,1.893707E-4,2.923505E-5,4.508001E-4,3.2632E-5,5.757368E-4,0.001377319,6.791763E-7,9.529157E-6,7.425651E-4,2.463814E-4,3.581905E-8,7.299247E-7,5.116011E-6,4.562116E-10,3.002038E-4,1.604991E-6,1.445034E-4,1.926265E-9,5.851598E-10,1.297644E-8,2.339661E-4,3.906031E-5,4.832486E-5,1.900979E-4,3.043453E-6,0.004020786,0.01060147,0.006276991,0.02598238,9.404792,8.097331E-5,533470.0,533470.0
5.705515E-4,6.139492E-7,6.283185,3.141593,6.283185,927.2247,0.2365664,-1.848147E11,1398.205,1.932918E8,1398.205,1.0,0.9402292,2.928787E-4,3.26965E-4,0.001553349,2.042357E-4,8.292999E-4,0.005355525,1.287183E-5,9.034076E-5,0.002542102,5.189182E-4,4.847379E-7,5.829945E-6,4.326385E-5,3.136283E-8,9.353295E-4,1.535781E-5,7.31258E-4,1.869851E-7,3.117395E-8,5.404047E-7,7.769966E-4,2.460469E-4,1.267899E-4,7.172049E-4,2.1401E-5,0.003929891,0.009838336,0.005651057,0.02441188,9.317659,8.121162E-5,528527.6,528527.6
0.001919263,2.069695E-6,6.283185,3.141593,6.283185,926.6023,0.2365664,-6.852234E10,1368.031,1.87981E8,1368.031,1.0,0.9224373,2.075185E-4,0.002312762,0.002192704,9.170679E-4,5.360657E-4,0.01538393,1.102669E-4,5.03006E-4,0.007153835,5.038575E-4,5.592825E-6,2.800253E-5,1.785987E-4,1.065751E-6,0.002592437,8.107192E-5,0.002383644,6.208043E-6,6.175548E-7,7.909413E-6,0.002061753,8.462878E-4,2.77809E-4,0.001961997,8.295253E-5,0.003744672,0.008079161,0.004293245,0.02043824,9.122705,8.126617E-5,517469.1,517469.1
0.00509604,5.495212E-6,6.283185,3.141593,6.283185,927.8703,0.2365664,-2.908197E10,1339.439,1.829486E8,1339.439,1.0,0.9032807,1.121834E-4,0.005583754,0.001358515,0.001882331,3.108061E-4,0.02668385,2.923932E-4,9.841408E-4,0.01210698,4.065323E-4,2.045445E-5,5.828629E-5,3.072631E-4,6.023169E-6,0.004236578,1.849546E-4,0.004304841,3.25973E-5,3.014259E-6,3.048735E-5,0.003179858,0.001466154,4.075936E-4,0.003036438,1.61955E-4,0.003576744,0.006262072,0.00300573,0.01604256,8.919836,8.115511E-5,505962.2,505962.2
0.006005153,6.47494E-6,6.283185,3.141593,6.283185,927.9652,0.2365664,-2.497202E10,1334.312,1.820461E8,1334.312,1.0,0.8999122,9.900091E-5,0.00621215,0.001214145,0.002047307,2.797407E-4,0.02871266,3.325601E-4,0.001057444,0.01294609,3.947686E-4,2.423197E-5,6.441222E-5,3.252033E-4,7.589567E-6,0.004484853,2.051967E-4,0.004650206,3.973536E-5,3.754581E-6,3.641836E-5,0.00333933,0.001562736,4.266314E-4,0.003182996,1.768144E-4,0.003547586,0.005957785,0.002802632,0.0152816,8.88478,8.114681E-5,503976.9,503978.2
0.006126539,6.605748E-6,6.283185,3.141593,6.283185,927.9725,0.2365664,-2.446767E10,1333.683,1.819354E8,1333.683,1.0,0.8995017,9.744534E-5,0.006289631,0.001197222,0.00206723,2.760942E-4,0.02896086,3.376266E-4,0.001066094,0.01304758,3.933654E-4,2.471817E-5,6.518069E-5,3.272866E-4,7.799621E-6,0.004514239,2.077175E-4,0.004692435,4.065371E-5,3.853404E-6,3.71868E-5,0.003357959,0.001574187,4.288711E-4,0.003199912,1.786453E-4,0.003544023,0.005921047,0.002778372,0.01518925,8.880521,8.114617E-5,503736.3,503738.0
0.006174092,6.656993E-6,6.283185,3.141593,6.283185,927.9752,0.2365664,-2.429468E10,1333.439,1.818926E8,1333.439,1.0,0.8993429,9.687293E-5,0.006319616,0.001190738,0.002074915,2.747015E-4,0.02905687,3.395936E-4,0.001069419,0.01308679,3.928274E-4,2.490752E-5,6.54789E-5,3.280855E-4,7.881936E-6,0.004525569,2.087208E-4,0.004708757,4.101122E-5,3.892101E-6,3.748635E-5,0.00336511,0.001578593,4.297316E-4,0.003206394,1.793537E-4,0.003542644,0.005906869,0.002769025,0.01515359,8.878874,8.114594E-5,503643.8,503645.9
0.006292251,6.784322E-6,6.283185,3.141593,6.283185,927.981,0.2365664,-2.383813E10,1332.842,1.817875E8,1332.842,1.0,0.8989543,9.547354E-5,0.00639324,0.001174954,0.00209373,2.713083E-4,0.029292,3.444385E-4,0.00107753,0.01318263,3.915123E-4,2.537525E-5,6.621304E-5,3.300297E-4,8.08653E-6,0.004553074,2.110425E-4,0.004748785,4.189406E-5,3.988212E-6,3.822703E-5,0.003382525,0.00158935,4.318298E-4,0.00322215,1.81093E-4,0.003539266,0.00587217,0.002746184,0.01506624,8.874846,8.114544E-5,503415.3,503417.2
0.006471177,6.977134E-6,6.283185,3.141593,6.283185,927.9885,0.2365664,-2.322594E10,1331.958,1.81632E8,1331.958,1.0,0.8983791,9.340982E-5,0.006502424,0.001151934,0.002121485,2.66368E-4,0.02964024,3.51664E-4,0.001089422,0.0133242,3.895827E-4,2.607642E-5,6.730693E-5,3.328683E-4,8.396514E-6,0.004593503,2.145649E-4,0.004808025,4.321622E-5,4.133632E-6,3.933922E-5,0.003407992,0.001605148,4.34903E-4,0.003245119,1.836727E-4,0.003534263,0.005820966,0.002712573,0.01493718,8.868889,8.114478E-5,503078.4,503080.8
0.006497485,7.005483E-6,6.283185,3.141593,6.283185,927.9894,0.2365664,-2.310603E10,1331.83,1.816094E8,1331.83,1.0,0.8982959,9.310914E-5,0.006518251,0.001148624,0.002125493,2.656534E-4,0.02969065,3.527153E-4,0.001091133,0.01334464,3.893035E-4,2.617878E-5,6.746599E-5,3.332753E-4,8.442099E-6,0.004599318,2.150747E-4,0.004816598,4.340914E-5,4.154997E-6,3.950178E-5,0.003411646,0.001607421,4.353446E-4,0.003248408,1.840466E-4,0.003533539,0.005813572,0.002707729,0.01491852,8.868028,8.11447E-5,503029.7,503032.2
0.006528396,7.038792E-6,6.283185,3.141593,6.283185,927.9905,0.2365664,-2.30245E10,1331.681,1.815831E8,1331.681,1.0,0.8981985,9.276732E-5,0.006536769,0.001144762,0.002130179,2.648213E-4,0.02974964,3.539467E-4,0.001093129,0.01336856,3.88978E-4,2.629881E-5,6.765229E-5,3.337499E-4,8.495661E-6,0.004606125,2.156887E-4,0.004826626,4.363529E-5,4.180095E-6,3.969243E-5,0.00341591,0.001610076,4.358601E-4,0.003252242,1.844841E-4,0.003532691,0.005804928,0.002702069,0.01489671,8.86702,8.11446E-5,502973.0,502975.6
0.006818202,7.351085E-6,6.283185,3.141593,6.283185,927.9973,0.2365664,-2.208594E10,1330.308,1.813415E8,1330.308,1.0,0.8973085,8.960758E-5,0.006706682,0.001109913,0.002172939,2.573028E-4,0.03028954,3.65306E-4,0.001111231,0.01358679,3.859974E-4,2.741175E-5,6.936986E-5,3.380352E-4,8.997823E-6,0.004667778,2.212149E-4,0.004918425,4.573048E-5,4.415055E-6,4.146356E-5,0.003454448,0.001634162,4.405286E-4,0.003286766,1.884972E-4,0.003524937,0.005726075,0.002650583,0.01469748,8.857815,8.1144E-5,502453.9,502457.6
0.006862013,7.398295E-6,6.283185,3.141593,6.283185,927.9981,0.2365664,-2.192847E10,1330.106,1.813058E8,1330.106,1.0,0.8971773,8.91701E-5,0.006731802,0.001104832,0.002179225,2.562017E-4,0.03036919,3.669945E-4,0.001113874,0.01361888,3.85561E-4,2.757807E-5,6.962508E-5,3.386577E-4,9.073721E-6,0.004676792,2.220377E-4,0.004931965,4.604324E-5,4.450515E-6,4.172871E-5,0.003460055,0.001637683,4.412094E-4,0.003291771,1.890904E-4,0.003523793,0.005714483,0.002643037,0.01466815,8.85646,8.114394E-5,502377.4,502381.4
0.007075053,7.627865E-6,6.283185,3.141593,6.283185,927.9999,0.2365664,-2.127843E10,1329.138,1.811355E8,1329.138,1.0,0.8965515,8.706835E-5,0.006851926,0.001080902,0.002209159,2.51044E-4,0.03074929,3.75103E-4,0.001126394,0.01377166,3.834897E-4,2.837997E-5,7.085025E-5,3.41597E-4,9.442758E-6,0.004719407,2.258601E-4,0.004996607,4.754951E-5,4.622732E-6,4.300871E-5,0.00348656,0.001654387,4.44432E-4,0.003315362,1.919271E-4,0.003518328,0.005659279,0.00260718,0.01452835,8.849999,8.114378E-5,502012.0,502016.3
0.007315366,7.886823E-6,6.283185,3.141593,6.283185,927.9998,0.2365664,-2.059625E10,1328.081,1.809496E8,1328.081,1.0,0.8958694,8.482106E-5,0.006983405,0.001055355,0.002241678,2.45532E-4,0.03116404,3.840447E-4,0.001139868,0.01393764,3.812493E-4,2.927064E-5,7.220063E-5,3.447396E-4,9.858908E-6,0.004765239,2.299825E-4,0.005067143,4.921881E-5,4.816521E-6,4.443368E-5,0.00351495,0.0016724,4.478933E-4,0.003340503,1.950324E-4,0.00351236,0.005599307,0.002568385,0.0143762,8.842966,8.114379E-5,501613.0,501617.4
0.01069819,1.153236E-5,6.283185,3.141593,6.283185,927.8275,0.2365664,-1.406152E10,1315.996,1.788224E8,1315.996,1.0,0.8881622,6.234857E-5,0.008509766,7.997282E-4,0.002602402,1.893116E-4,0.03588606,4.921309E-4,0.001280398,0.01577573,3.560995E-4,4.052384E-5,8.857302E-5,3.761165E-4,1.564406E-5,0.005243467,2.766823E-4,0.005869101,6.995171E-5,7.470671E-6,6.268718E-5,0.003800111,0.00186133,4.833514E-4,0.003583829,2.310243E-4,0.003444146,0.004936503,0.002150363,0.01267703,8.764118,8.115885E-5,497140.9,497145.4
0.01174077,1.265609E-5,6.283185,3.141593,6.283185,927.7391,0.2365664,-1.277743E10,1313.041,1.783024E8,1313.041,1.0,0.8863023,5.775416E-5,0.008890576,7.467124E-4,0.002687826,1.773633E-4,0.03703565,5.201521E-4,0.001311114,0.01620842,3.500109E-4,4.358754E-5,9.2861E-5,3.825643E-4,1.738601E-5,0.005347761,2.880786E-4,0.006063841,7.5469E-5,8.256753E-6,6.772805E-5,0.003858645,0.001902631,4.908466E-4,0.003630976,2.399741E-4,0.003427446,0.004780813,0.002055173,0.0122732,8.745276,8.116658E-5,496074.8,496080.0
0.01208802,1.30304E-5,6.283185,3.141593,6.283185,927.7077,0.2365664,-1.242743E10,1312.116,1.781395E8,1312.116,1.0,0.8857214,5.633094E-5,0.009010555,7.307454E-4,0.002714385,1.737366E-4,0.03739558,5.290514E-4,0.001320455,0.0163427,3.480917E-4,4.457302E-5,9.422857E-5,3.844902E-4,1.796102E-5,0.005379554,2.917747E-4,0.006124719,7.723232E-5,8.515109E-6,6.935539E-5,0.003876068,0.001915154,4.930987E-4,0.00364475,2.4279E-4,0.003422213,0.004732568,0.002025916,0.0121477,8.739407,8.116933E-5,495745.2,495751.6
0.01211249,1.305678E-5,6.283185,3.141593,6.283185,927.7054,0.2365664,-1.234739E10,1312.051,1.781282E8,1312.051,1.0,0.8856812,5.624923E-5,0.009018891,7.296412E-4,0.002716224,1.734836E-4,0.03742053,5.296707E-4,0.001321098,0.01635198,3.479596E-4,4.464182E-5,9.432388E-5,3.84622E-4,1.800144E-5,0.005381739,2.920273E-4,0.00612894,7.735523E-5,8.533248E-6,6.946909E-5,0.00387726,0.001916016,4.932533E-4,0.003645688,2.429855E-4,0.003421851,0.004729231,0.002023897,0.01213902,8.739001,8.116953E-5,495722.3,495728.8
0.01220258,1.315388E-5,6.283185,3.141593,6.283185,927.697,0.2365664,-1.226087E10,1311.816,1.780868E8,1311.816,1.0,0.885534,5.591947E-5,0.009049438,7.256157E-4,0.002722956,1.72567E-4,0.03751182,5.319417E-4,0.001323447,0.01638591,3.474747E-4,4.489439E-5,9.467351E-5,3.851031E-4,1.81501E-5,0.005389685,2.929171E-4,0.006144399,7.780618E-5,8.599947E-6,6.988664E-5,0.00388161,0.001919164,4.938175E-4,0.003649105,2.43702E-4,0.003420522,0.004717018,0.00201651,0.01210722,8.737515,8.117026E-5,495638.2,495644.7
0.01236402,1.332791E-5,6.283185,3.141593,6.283185,927.6823,0.2365664,-1.21342E10,1311.399,1.780134E8,1311.399,1.0,0.8852725,5.53193E-5,0.009103666,7.185881E-4,0.00273488,1.709815E-4,0.03767396,5.359789E-4,0.001327593,0.01644614,3.46618E-4,4.534439E-5,9.529545E-5,3.859497E-4,1.841611E-5,0.005403794,2.945915E-4,0.006171804,7.860849E-5,8.719206E-6,7.063097E-5,0.003889255,0.001924719,4.948106E-4,0.003655092,2.449741E-4,0.003418162,0.004695386,0.002003446,0.01205087,8.734876,8.117155E-5,495490.2,495497.3
0.01239284,1.335898E-5,6.283185,3.141593,6.283185,927.6795,0.2365664,-1.206096E10,1311.325,1.780004E8,1311.325,1.0,0.8852263,5.520521E-5,0.009113282,7.173456E-4,0.002736991,1.706994E-4,0.03770266,5.366955E-4,0.001328325,0.01645678,3.464656E-4,4.54244E-5,9.540591E-5,3.860987E-4,1.846356E-5,0.005406269,2.948733E-4,0.006176659,7.875101E-5,8.740465E-6,7.076338E-5,0.003890601,0.001925699,4.949857E-4,0.003656143,2.451997E-4,0.003417745,0.00469156,0.002001138,0.0120409,8.73441,8.11718E-5,495463.8,495470.9
0.01282291,1.382258E-5,6.283185,3.141593,6.283185,927.6393,0.2365664,-1.164407E10,1310.246,1.778104E8,1310.246,1.0,0.8845501,5.370199E-5,0.009254249,6.99455E-4,0.002767808,1.666594E-4,0.0381224,5.47228E-4,0.001338932,0.01661194,3.442638E-4,4.660501E-5,9.703147E-5,3.882459E-4,1.916925E-5,0.00544211,2.989854E-4,0.006247663,8.084865E-5,9.056251E-6,7.271849E-5,0.003909965,0.001939911,4.975114E-4,0.003671177,2.48506E-4,0.003411625,0.004635721,0.001967538,0.01189528,8.727596,8.117531E-5,495077.9,495085.3
0.01323777,1.426981E-5,6.283185,3.141593,6.283185,927.6,0.2365664,-1.12616E10,1309.238,1.77633E8,1309.238,1.0,0.8839195,5.229176E-5,0.009386247,6.832225E-4,0.002796468,1.629904E-4,0.03851419,5.571344E-4,0.001348677,0.01675608,3.422123E-4,4.772304E-5,9.856361E-5,3.901981E-4,1.98464E-5,0.00547503,3.028768E-4,0.006313876,8.282669E-5,9.358605E-6,7.457279E-5,0.003927517,0.001952951,4.998122E-4,0.00368465,2.516013E-4,0.003405907,0.00458388,0.001936482,0.01175988,8.721252,8.117875E-5,494720.3,494728.4
0.01328271,1.431827E-5,6.283185,3.141593,6.283185,927.5954,0.2365664,-1.124178E10,1309.13,1.776141E8,1309.13,1.0,0.8838527,5.209436E-5,0.009400322,6.815181E-4,0.002799513,1.625906E-4,0.03855586,5.581923E-4,0.001349706,0.01677138,3.41982E-4,4.784287E-5,9.872747E-5,3.904035E-4,1.991951E-5,0.005478504,3.032946E-4,0.006320915,8.303849E-5,9.391206E-6,7.477188E-5,0.003929353,0.001954318,5.000539E-4,0.003686046,2.51931E-4,0.003405301,0.004578391,0.001933201,0.01174554,8.720579,8.117915E-5,494682.2,494690.4
0.01331436,1.435238E-5,6.283185,3.141593,6.283185,927.5926,0.2365664,-1.125083E10,1309.055,1.776008E8,1309.055,1.0,0.8838054,5.200186E-5,0.009410202,6.803125E-4,0.00280165,1.623076E-4,0.0385852,5.589352E-4,0.001350427,0.01678216,3.418252E-4,4.792706E-5,9.88426E-5,3.905469E-4,1.997093E-5,0.005480983,3.03633E-4,0.006325856,8.318721E-5,9.41414E-6,7.491172E-5,0.003930637,0.001955278,5.00223E-4,0.003687022,2.521623E-4,0.003404873,0.004574535,0.001930898,0.01173546,8.720105,8.11794E-5,494656.1,494664.7
0.01340906,1.445448E-5,6.283185,3.141593,6.283185,927.5833,0.2365664,-1.111094E10,1308.831,1.775614E8,1308.831,1.0,0.8836657,5.172402E-5,0.009439643,6.767192E-4,0.002808008,1.614705E-4,0.0386722,5.611496E-4,0.001352567,0.01681403,3.413621E-4,4.817831E-5,9.918598E-5,3.909719E-4,2.012474E-5,0.005488188,3.044785E-4,0.006340569,8.363069E-5,9.482701E-6,7.532905E-5,0.003934447,0.001958131,5.00725E-4,0.003689915,2.528517E-4,0.003403604,0.004563067,0.001924052,0.01170547,8.7187,8.118021E-5,494576.4,494585.0
0.01398405,1.507437E-5,6.283185,3.141593,6.283185,927.528,0.2365664,-1.076808E10,1307.504,1.773278E8,1307.504,1.0,0.8828365,4.998991E-5,0.009614403,6.559844E-4,0.002845548,1.567237E-4,0.03918821,5.743336E-4,0.001365087,0.01700251,3.386406E-4,4.968223E-5,1.012342E-4,3.934376E-4,2.105451E-5,0.005530636,3.098606E-4,0.006427618,8.627628E-5,9.896461E-6,7.782985E-5,0.003956481,0.001974808,5.036407E-4,0.003706497,2.569436E-4,0.003396068,0.0044954,0.001883793,0.01152835,8.710377,8.118505E-5,494111.7,494122.9
0.01399999,1.509156E-5,6.283185,3.141593,6.283185,927.5261,0.2365664,-1.064453E10,1307.468,1.773214E8,1307.468,1.0,0.8828143,4.990695E-5,0.009619158,6.554348E-4,0.002846565,1.565991E-4,0.0392022,5.74693E-4,0.001365423,0.0170076,3.385642E-4,4.972342E-5,1.012901E-4,3.935035E-4,2.10802E-5,0.00553177,3.100008E-4,0.006429978,8.634859E-5,9.907875E-6,7.789849E-5,0.003957068,0.001975255,5.037186E-4,0.003706935,2.57055E-4,0.003395865,0.004493574,0.00188271,0.01152357,8.710154,8.118522E-5,494099.1,494110.4
