Distance_PFRC2 (cm),Plug_flow_residence_time_PFRC2 (sec),Internal_surface_area_per_unit_distance_PFRC2 (cm),Cross-section_area_PFRC2 (cm2),External_surface_area_per_unit_distance_PFRC2 (cm),Velocity_PFRC2 (cm/sec),Exit_mass_flow_rate_PFRC2 (g/sec),Volumetric_heat_production_rate_PFRC2 (erg/cm3-sec),Surface_temperature_PFRC2 (K),Heat_loss_rate_PFRC2 (erg/cm-sec),Temperature_PFRC2 (K),Pressure_PFRC2 (atm),Mole_fraction_H2_PFRC2 (),Mole_fraction_CH4_PFRC2 (),Mole_fraction_CH3_PFRC2 (),Mole_fraction_C2H6_PFRC2 (),Mole_fraction_C2H4_PFRC2 (),Mole_fraction_C2H2_PFRC2 (),Mole_fraction_C3H8_PFRC2 (),Mole_fraction_C3H6_PFRC2 (),Mole_fraction_C4H8-2_PFRC2 (),Mole_fraction_C4H6_PFRC2 (),Mole_fraction_C4H4_PFRC2 (),Mole_fraction_C6H6_PFRC2 (),Mole_fraction_C5H6_PFRC2 (),Mole_fraction_C10H8_PFRC2 (),Mole_fraction_C7H8_PFRC2 (),Mole_fraction_C7H7_PFRC2 (),Mole_fraction_STILB_PFRC2 (),Mole_fraction_C6H5C2H_PFRC2 (),Mole_fraction_C6H5C2H3_PFRC2 (),Mole_fraction_C6H5C2H5_PFRC2 (),Mole_fraction_C6H5CHCH3_PFRC2 (),Mole_fraction_INDENE_PFRC2 (),Mole_fraction_BIPHENYL_PFRC2 (),Mole_fraction_FLUORENE_PFRC2 (),Mole_fraction_C14H10_PFRC2 (),Mole_fraction_C16H10_PFRC2 (),Mole_fraction_C6H5C2H4C6H5_PFRC2 (),Mole_fraction_BIN1A_PFRC2 (),Mole_fraction_NPBENZ_PFRC2 (),Mole_fraction_C10H10_PFRC2 (),Molecular_weight_PFRC2 (g/mole),Mass_density_PFRC2 (g/cm3),Unburned_hydrocarbons_PFRC2 (ppm),Volatile_organic_compounds_PFRC2 (ppm)
0.0,0.0,6.283185,3.141593,6.283185,804.0651,0.2720914,-2.632371E7,1181.992,0.0,1181.992,1.0,0.9154937,7.258018E-17,1.023057E-23,1.336062E-20,1.611874E-20,1.230518E-22,9.502968E-24,4.004852E-23,4.405629E-26,6.080475E-25,4.383682E-27,7.956158E-23,4.128174E-26,7.744378E-26,0.01867569,5.882138E-29,5.926426E-35,1.116692E-28,0.05367462,0.012156,6.914052E-32,1.272505E-27,4.770274E-30,2.497091E-29,1.690737E-28,4.683196E-27,5.933317E-36,8.472324E-38,3.002907E-31,5.068873E-32,10.44735,1.077144E-4,657374.8,657374.8
0.006434544,8.002844E-6,6.283185,3.141593,6.283185,804.0005,0.2720914,-1.591832E7,1181.892,1.552192E8,1181.892,1.0,0.9154865,3.471355E-6,2.663252E-6,1.527554E-8,1.088924E-6,1.038425E-7,5.792068E-11,2.964837E-10,2.674097E-15,1.158196E-11,1.629469E-12,1.376013E-6,2.000155E-13,5.682562E-14,0.01867518,6.265835E-6,3.526488E-8,1.747038E-7,0.05367082,0.0121492,2.723752E-6,1.476541E-13,1.361242E-12,1.130102E-9,7.222814E-9,9.51198E-10,1.202873E-9,2.228092E-10,3.267248E-11,1.025673E-14,10.44731,1.07723E-4,657372.0,657372.0
0.06273709,7.805372E-5,6.283185,3.141593,6.283185,803.4793,0.2720914,-1.476401E7,1181.079,1.550761E8,1181.079,1.0,0.9153634,6.203429E-5,3.614772E-6,8.912017E-7,6.376103E-5,5.521723E-6,5.656084E-9,3.526155E-8,2.110412E-11,7.819624E-9,2.709973E-10,7.621189E-5,2.59421E-11,1.797564E-10,0.01866206,6.049652E-5,2.101893E-6,9.136241E-6,0.05356447,0.01208025,4.241351E-5,1.692421E-10,1.193864E-9,6.591298E-8,4.790189E-7,5.046328E-8,6.435595E-7,1.175334E-8,1.873979E-8,3.917149E-11,10.44689,1.077929E-4,657346.0,657346.0
0.2,2.490136E-4,6.283185,3.141593,6.283185,802.3438,0.2720914,-8573616.0,1179.198,1.547451E8,1179.198,1.0,0.9148197,2.299089E-4,4.141223E-6,6.052404E-6,4.42816E-4,3.769022E-5,4.58501E-8,3.182399E-7,1.343813E-9,3.422784E-7,7.740769E-9,5.279265E-4,3.804252E-10,8.716046E-9,0.01862994,1.343915E-4,1.482612E-5,6.19497E-5,0.05309976,0.01187691,9.202693E-5,6.185246E-9,4.586738E-8,4.603048E-7,3.552497E-6,3.688489E-7,1.145584E-5,8.631177E-8,3.255805E-7,1.95196E-9,10.44502,1.079455E-4,657228.1,657228.1
0.4,4.985124E-4,6.283185,3.141593,6.283185,800.8888,0.2720914,-5057951.0,1176.701,1.543056E8,1176.701,1.0,0.9138717,4.833462E-4,4.069556E-6,1.635227E-5,0.00114728,9.699005E-5,1.31683E-7,9.186899E-7,1.027785E-8,2.244004E-6,4.916146E-8,0.001371921,2.713993E-9,6.141873E-8,0.01861628,1.53868E-4,3.998477E-5,1.593498E-4,0.05230893,0.01156952,1.031957E-4,4.061963E-8,2.920586E-7,1.202215E-6,9.482954E-6,1.077536E-6,3.428971E-5,2.592864E-7,1.138937E-6,1.279201E-8,10.44183,1.081416E-4,657027.6,657027.6
0.6,7.48455E-4,6.283185,3.141593,6.283185,799.4814,0.2720914,-4037053.0,1174.293,1.538817E8,1174.293,1.0,0.9129529,7.230915E-4,3.848967E-6,2.742979E-5,0.001830011,1.539475E-4,2.226249E-7,1.50356E-6,2.788056E-8,5.637514E-6,1.26303E-7,0.002196112,9.109448E-9,1.64266E-7,0.01861878,1.537993E-4,6.602738E-5,2.533164E-4,0.05154929,0.01128256,1.015067E-4,1.048832E-7,7.343051E-7,1.926396E-6,1.538831E-5,1.911206E-6,5.075023E-5,4.733742E-7,2.006969E-6,3.211515E-8,10.4388,1.083319E-4,656837.0,656837.0
0.8,9.988364E-4,6.283185,3.141593,6.283185,798.0824,0.2720914,-3387456.0,1171.924,1.534648E8,1171.924,1.000001,0.9120917,9.469E-4,3.633854E-6,3.880477E-5,0.002465249,2.064591E-4,3.131551E-7,2.037015E-6,5.294129E-8,1.013261E-5,2.337633E-7,0.00296856,2.089145E-8,3.121799E-7,0.01862736,1.508895E-4,9.127534E-5,3.403759E-4,0.05083896,0.01101849,9.888366E-5,1.936668E-7,1.329712E-6,2.600234E-6,2.100321E-5,2.814611E-6,6.123426E-5,7.151345E-7,2.846797E-6,5.809765E-8,10.43601,1.085218E-4,656661.2,656661.2
1.0,0.001249657,6.283185,3.141593,6.283185,796.6866,0.2720914,-2869667.0,1169.586,1.530533E8,1169.586,1.000001,0.9112861,0.001155972,3.435338E-6,5.038036E-5,0.003055655,2.548142E-4,4.02332E-7,2.523308E-6,8.441665E-8,1.544168E-5,3.66918E-7,0.003691384,3.871364E-8,5.002772E-7,0.01863818,1.471275E-4,1.153067E-4,4.209351E-4,0.05017488,0.01077526,9.640317E-5,3.023836E-7,2.045595E-6,3.224268E-6,2.631567E-5,3.763165E-6,6.780402E-5,9.777067E-7,3.64837E-6,8.947736E-8,10.43344,1.08712E-4,656499.4,656499.4
1.2,0.001500916,6.283185,3.141593,6.283185,795.2924,0.2720914,-2436232.0,1167.274,1.526464E8,1167.274,1.000001,0.9105317,0.001351604,3.252243E-6,6.210364E-5,0.003605533,2.994299E-4,4.897572E-7,2.968795E-6,1.214174E-7,2.134743E-5,5.217229E-7,0.004368902,6.280052E-8,7.23927E-7,0.01864929,1.430001E-4,1.379831E-4,4.95622E-4,0.04955293,0.01055074,9.412679E-5,4.272093E-7,2.856074E-6,3.802481E-6,3.133898E-5,4.7399E-6,7.186324E-5,1.255994E-6,4.410716E-6,1.252614E-7,10.43107,1.089026E-4,656350.1,656350.1
1.4,0.001752617,6.283185,3.141593,6.283185,793.8992,0.2720914,-2066036.0,1164.985,1.522434E8,1164.985,1.000001,0.9098245,0.001534946,3.082763E-6,7.393173E-5,0.004118723,3.406761E-4,5.751635E-7,3.378902E-6,1.631677E-7,2.768071E-5,6.945603E-7,0.005005043,9.309392E-8,9.786995E-7,0.01865963,1.38731E-4,1.592808E-4,5.64998E-4,0.04896942,0.01034311,9.203336E-5,5.649243E-7,3.739974E-6,4.339052E-6,3.608972E-5,5.731794E-6,7.429621E-5,1.545854E-6,5.134813E-6,1.646216E-7,10.42888,1.090937E-4,656212.3,656212.3
1.6,0.002004759,6.283185,3.141593,6.283185,792.5064,0.2720914,-1746489.0,1162.715,1.51844E8,1162.715,1.000001,0.9091605,0.001707006,2.925333E-6,8.58279E-5,0.004598559,3.788736E-4,6.583622E-7,3.758131E-6,2.089926E-7,3.43086E-5,8.821982E-7,0.005603252,1.293524E-7,1.260413E-6,0.01866868,1.344416E-4,1.79234E-4,6.295524E-4,0.04842116,0.01015076,9.009871E-5,7.128119E-7,4.679806E-6,4.837879E-6,4.058483E-5,6.72869E-6,7.566348E-5,1.843867E-6,5.822423E-6,2.068577E-7,10.42685,1.092854E-4,656084.8,656084.8
1.8,0.002257345,6.283185,3.141593,6.283185,791.114,0.2720914,-1468281.0,1160.463,1.514476E8,1160.463,1.000001,0.9085365,0.001868675,2.778674E-6,9.776034E-5,0.005047944,4.143018E-4,7.392232E-7,4.110232E-6,2.583081E-7,4.112618E-5,1.081762E-6,0.006166558,1.712197E-7,1.565172E-6,0.01867621,1.302031E-4,1.97906E-4,6.897132E-4,0.0479053,0.009972291,8.830411E-5,8.685778E-7,5.661062E-6,5.302475E-6,4.484063E-5,7.722656E-6,7.632384E-5,2.147194E-6,6.475632E-6,2.513728E-7,10.42497,1.094777E-4,655966.7,655966.7
2.0,0.002510376,6.283185,3.141593,6.283185,789.7218,0.2720914,-1223979.0,1158.228,1.510542E8,1158.228,1.000001,0.9079494,0.002020748,2.641746E-6,1.097014E-4,0.005469424,4.472055E-4,8.176624E-7,4.43835E-6,3.106112E-7,4.805036E-5,1.290709E-6,0.006697641,2.182747E-7,1.889389E-6,0.01868214,1.260625E-4,2.153719E-4,7.458568E-4,0.04741934,0.009806471,8.663717E-5,1.030284E-6,6.671671E-6,5.735955E-6,4.887244E-5,8.707497E-6,7.651351E-5,2.453474E-6,7.096608E-6,2.976567E-7,10.42323,1.096707E-4,655857.1,655857.1
2.2,0.002763853,6.283185,3.141593,6.283185,788.3298,0.2720914,-1008784.0,1156.007,1.506633E8,1156.007,1.000001,0.9073964,0.00216394,2.513615E-6,1.216276E-4,0.005865266,4.778024E-4,8.936349E-7,4.745165E-6,3.654713E-7,5.501549E-5,1.506804E-6,0.007198911,2.700638E-7,2.229794E-6,0.0186865,1.220388E-4,2.317119E-4,7.983192E-4,0.04696103,0.009652206,8.50839E-5,1.196293E-6,7.701605E-6,6.141104E-6,5.269466E-5,9.678444E-6,7.639072E-5,2.760751E-6,7.687562E-6,3.452728E-7,10.42162,1.098644E-4,655755.5,655755.5
2.4,0.003017778,6.283185,3.141593,6.283185,786.9379,0.2720914,-818478.4,1153.8,1.502749E8,1153.8,1.000001,0.906875,0.002298894,2.393467E-6,1.335182E-4,0.006237487,5.062861E-4,9.67125E-7,5.032959E-6,4.225186E-7,6.196978E-5,1.728088E-6,0.007672528,3.261201E-7,2.583417E-6,0.01868939,1.181407E-4,2.470064E-4,8.473998E-4,0.04652833,0.009508523,8.363151E-5,1.365222E-6,8.742516E-6,6.520402E-6,5.632066E-5,1.063185E-5,7.605803E-5,3.067402E-6,8.250609E-6,3.938462E-7,10.42012,1.100587E-4,655661.0,655661.0
2.6,0.003272153,6.283185,3.141593,6.283185,785.5462,0.2720914,-650162.4,1151.606,1.498886E8,1151.606,1.000002,0.906383,0.00242619,2.280636E-6,1.453553E-4,0.006587878,5.328284E-4,1.038137E-6,5.303675E-6,4.814355E-7,6.887229E-5,1.952846E-6,0.008120427,3.859805E-7,2.947574E-6,0.01869089,1.143791E-4,2.613316E-4,8.93365E-4,0.04611944,0.009374554,8.227365E-5,1.535897E-6,9.787446E-6,6.876038E-6,5.976266E-5,1.156492E-5,7.558408E-5,3.372078E-6,8.787687E-6,4.430541E-7,10.41872,1.102537E-4,655573.2,655573.2
2.8,0.003526978,6.283185,3.141593,6.283185,784.1548,0.2720914,-499530.4,1149.423,1.495044E8,1149.423,1.000002,0.9059182,0.002546356,2.174525E-6,1.571235E-4,0.00691806,5.57584E-4,1.106693E-6,5.558995E-6,5.419529E-7,7.569099E-5,2.179594E-6,0.008544372,4.491985E-7,3.319867E-6,0.01869114,1.107525E-4,2.747592E-4,9.364558E-4,0.0457327,0.009249519,8.100275E-5,1.707333E-6,1.083063E-5,7.209966E-6,6.303202E-5,1.247563E-5,7.501915E-5,3.673672E-6,9.300646E-6,4.926199E-7,10.41742,1.104493E-4,655491.4,655491.4
3.0,0.003782257,6.283185,3.141593,6.283185,782.7638,0.2720914,-366109.8,1147.25,1.49122E8,1147.25,1.000002,0.9054788,0.002659874,2.074549E-6,1.688097E-4,0.007229499,5.806931E-4,1.172834E-6,5.800389E-6,6.038404E-7,8.240104E-5,2.407048E-6,0.008945975,5.153472E-7,3.698154E-6,0.01869026,1.072543E-4,2.873562E-4,9.768905E-4,0.04536661,0.009132716,7.980806E-5,1.878698E-6,1.186732E-5,7.523946E-6,6.613928E-5,1.336251E-5,7.439739E-5,3.971281E-6,9.791206E-6,5.423064E-7,10.41621,1.106456E-4,655415.2,655415.2
3.2,0.004037989,6.283185,3.141593,6.283185,781.3731,0.2720914,-247306.2,1145.088,1.487415E8,1145.088,1.000002,0.9050632,0.002767184,1.980239E-6,1.804019E-4,0.00752351,6.02281E-4,1.236602E-6,6.029117E-6,6.668975E-7,8.898309E-5,2.634094E-6,0.009326685,5.840214E-7,4.080517E-6,0.01868837,1.038868E-4,2.991846E-4,0.001014865,0.0450198,0.009023512,7.868483E-5,2.049286E-6,1.289353E-5,7.819543E-6,6.909403E-5,1.422455E-5,7.373972E-5,4.264158E-6,1.026087E-5,5.919083E-7,10.41508,1.108425E-4,655344.2,655344.2
3.4,0.004294176,6.283185,3.141593,6.283185,779.9829,0.2720914,-140063.0,1142.935,1.483626E8,1142.935,1.000002,0.9046696,0.002868685,1.891205E-6,1.9189E-4,0.007801287,6.224614E-4,1.298051E-6,6.246282E-6,7.309549E-7,9.542248E-5,2.85978E-6,0.009687833,6.548439E-7,4.465259E-6,0.01868557,1.006451E-4,3.103006E-4,0.001050556,0.04469103,0.008921336,7.76298E-5,2.218509E-6,1.390603E-5,8.098158E-6,7.190517E-5,1.50611E-5,7.306264E-5,4.551703E-6,1.071104E-5,6.412504E-7,10.41403,1.110401E-4,655278.0,655278.0
3.6,0.004550821,6.283185,3.141593,6.283185,778.5932,0.2720914,-45723.52,1140.792,1.479853E8,1140.792,1.000002,0.9042968,0.002964751,1.807007E-6,2.032656E-4,0.008063929,6.413386E-4,1.357242E-6,6.452867E-6,7.958683E-7,1.017084E-4,3.083302E-6,0.01003065,7.274655E-7,4.850892E-6,0.01868199,9.751981E-5,3.207566E-4,0.001084128,0.04437916,0.008825665,7.663481E-5,2.385875E-6,1.490218E-5,8.361067E-6,7.458103E-5,1.587184E-5,7.237869E-5,4.833445E-6,1.114304E-5,6.901839E-7,10.41305,1.112383E-4,655216.2,655216.2
3.8,0.004807924,6.283185,3.141593,6.283185,777.2041,0.2720914,39304.26,1138.656,1.476094E8,1138.656,1.000002,0.9039434,0.003055719,1.727306E-6,2.145209E-4,0.00831243,6.590065E-4,1.414237E-6,6.649726E-6,8.615119E-7,1.078331E-4,3.303969E-6,0.01035626,8.015615E-7,5.236094E-6,0.0186777,9.450832E-5,3.306001E-4,0.001115728,0.04408312,0.008736029,7.569483E-5,2.550972E-6,1.587984E-5,8.609413E-6,7.712924E-5,1.665668E-5,7.169499E-5,5.109011E-6,1.155802E-5,7.38581E-7,10.41213,1.114371E-4,655158.6,655158.6
4.0,0.005065487,6.283185,3.141593,6.283185,775.8158,0.2720914,114994.0,1136.529,1.47235E8,1136.529,1.000002,0.9036081,0.003141902,1.651794E-6,2.256493E-4,0.008547697,6.755512E-4,1.469099E-6,6.837613E-6,9.27777E-7,1.137911E-4,3.521204E-6,0.01066568,8.768336E-7,5.619707E-6,0.01867281,9.160672E-5,3.398747E-4,0.00114549,0.04380196,0.008651996,7.480713E-5,2.713462E-6,1.683729E-5,8.844231E-6,7.955687E-5,1.741569E-5,7.101652E-5,5.37811E-6,1.195701E-5,7.86333E-7,10.41127,1.116365E-4,655104.7,655104.7
4.2,0.005323511,6.283185,3.141593,6.283185,774.4281,0.2720914,182780.1,1134.409,1.468619E8,1134.409,1.000003,0.90329,0.003223591,1.580186E-6,2.366452E-4,0.008770567,6.910512E-4,1.521895E-6,7.017201E-6,9.945705E-7,1.195789E-4,3.734523E-6,0.01095988,9.530088E-7,6.000719E-6,0.0186674,8.880918E-5,3.486202E-4,0.001173539,0.04353479,0.008573173,7.396793E-5,2.873064E-6,1.777318E-5,9.066461E-6,8.187053E-5,1.814911E-5,7.03471E-5,5.640531E-6,1.234097E-5,8.333484E-7,10.41047,1.118366E-4,655054.4,655054.4
4.4,0.005581997,6.283185,3.141593,6.283185,773.0414,0.2720914,243255.8,1132.297,1.464901E8,1132.297,1.000003,0.9029879,0.003301053,1.512218E-6,2.475036E-4,0.00898181,7.055791E-4,1.57269E-6,7.189095E-6,1.061811E-6,1.251947E-4,3.943526E-6,0.01123974,1.029837E-6,6.378248E-6,0.01866153,8.611104E-5,3.568733E-4,0.001199989,0.04328079,0.008499198,7.31734E-5,3.02955E-6,1.868645E-5,9.276962E-6,8.407637E-5,1.885731E-5,6.968931E-5,5.896122E-6,1.271079E-5,8.7955E-7,10.40973,1.120372E-4,655007.4,655007.4
4.6,0.005840948,6.283185,3.141593,6.283185,771.6555,0.2720914,297033.7,1130.191,1.461195E8,1130.191,1.000003,0.9027009,0.003374537,1.447647E-6,2.582203E-4,0.009182136,7.192012E-4,1.621551E-6,7.35383E-6,1.129429E-6,1.30638E-4,4.14789E-6,0.01150607,1.107093E-6,6.751535E-6,0.01865529,8.350753E-5,3.646677E-4,0.001224943,0.04303918,0.008429742,7.24199E-5,3.182739E-6,1.957633E-5,9.476515E-6,8.618014E-5,1.954073E-5,6.904484E-5,6.144788E-6,1.306725E-5,9.248741E-7,10.40903,1.122384E-4,654963.4,654963.4
4.8,0.006100364,6.283185,3.141593,6.283185,770.2706,0.2720914,344946.9,1128.092,1.4575E8,1128.092,1.000003,0.9024281,0.003444273,1.386252E-6,2.687918E-4,0.009372192,7.31978E-4,1.668544E-6,7.511882E-6,1.197364E-6,1.359095E-4,4.347365E-6,0.01175963,1.18457E-6,7.119934E-6,0.01864872,8.099359E-5,3.720337E-4,0.001248498,0.04280928,0.008364502,7.170424E-5,3.332494E-6,2.044228E-5,9.665827E-6,8.818716E-5,2.019992E-5,6.841455E-5,6.386485E-6,1.341108E-5,9.692696E-7,10.40838,1.124402E-4,654922.3,654922.3
5.0,0.006360246,6.283185,3.141593,6.283185,768.8867,0.2720914,387497.1,1125.999,1.453817E8,1125.999,1.000003,0.9021688,0.003510475,1.327838E-6,2.792151E-4,0.009552587,7.43966E-4,1.713734E-6,7.663686E-6,1.265563E-6,1.410104E-4,4.541745E-6,0.01200112,1.262081E-6,7.482881E-6,0.01864189,7.856583E-5,3.789999E-4,0.001270742,0.04259041,0.008303199,7.102405E-5,3.478703E-6,2.128393E-5,9.845554E-6,9.010244E-5,2.083543E-5,6.779896E-5,6.621197E-6,1.374292E-5,1.012693E-6,10.40777,1.126426E-4,654883.9,654883.9
5.2,0.006620597,6.283185,3.141593,6.283185,767.504,0.2720914,425242.3,1123.913,1.450145E8,1123.913,1.000003,0.9019222,0.003573342,1.272224E-6,2.894874E-4,0.009723873,7.552166E-4,1.757183E-6,7.809626E-6,1.333978E-6,1.459431E-4,4.730885E-6,0.0122312,1.339459E-6,7.839909E-6,0.01863484,7.622052E-5,3.855919E-4,0.001291756,0.04238198,0.008245577,7.037706E-5,3.621291E-6,2.210109E-5,1.001629E-5,9.193064E-5,2.144791E-5,6.719808E-5,6.848951E-6,1.406336E-5,1.055113E-6,10.40719,1.128455E-4,654848.0,654848.0
5.4,0.006881417,6.283185,3.141593,6.283185,766.1223,0.2720914,458502.2,1121.832,1.446483E8,1121.832,1.000003,0.9016875,0.00363306,1.219243E-6,2.996068E-4,0.009886571,7.657776E-4,1.798954E-6,7.950057E-6,1.402568E-6,1.507101E-4,4.914677E-6,0.01245047,1.416554E-6,8.190623E-6,0.01862762,7.39541E-5,3.918338E-4,0.001311617,0.04218342,0.008191398,6.976122E-5,3.760202E-6,2.289369E-5,1.017858E-5,9.367614E-5,2.203799E-5,6.66119E-5,7.069793E-6,1.437295E-5,1.096502E-6,10.40666,1.13049E-4,654814.4,654814.4
5.6,0.007142707,6.283185,3.141593,6.283185,764.7419,0.2720914,487826.6,1119.757,1.442831E8,1119.757,1.000003,0.9014641,0.003689803,1.168737E-6,3.095714E-4,0.01004116,7.756937E-4,1.839107E-6,8.085301E-6,1.471296E-6,1.553143E-4,5.093048E-6,0.01265951,1.493227E-6,8.53469E-6,0.01862027,7.176299E-5,3.977476E-4,0.001330395,0.0419942,0.008140441,6.917429E-5,3.895402E-6,2.366176E-5,1.033294E-5,9.534308E-5,2.260633E-5,6.604034E-5,7.283791E-6,1.46722E-5,1.136841E-6,10.40616,1.132531E-4,654783.0,654783.0
5.8,0.007404469,6.283185,3.141593,6.283185,763.3628,0.2720914,513655.8,1117.688,1.439189E8,1117.688,1.000003,0.9012514,0.003743732,1.120566E-6,3.193799E-4,0.0101881,7.850057E-4,1.877701E-6,8.215648E-6,1.540131E-6,1.597591E-4,5.265969E-6,0.01285885,1.569359E-6,8.87185E-6,0.01861282,6.964387E-5,4.033535E-4,0.001348155,0.04181382,0.008092506,6.861433E-5,4.026879E-6,2.440549E-5,1.047983E-5,9.693534E-5,2.315361E-5,6.548308E-5,7.491042E-6,1.496155E-5,1.176118E-6,10.4057,1.134577E-4,654753.7,654753.7
